,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment
4169,15081,,1548.0,,0.0,6.0,43.0,Wrong password,2021-07-16,Offered,
4171,12718,,1770.0,3.0,0.0,18.0,828.0,Item do not show,2021-06-26,Offered,
4175,13639,,1377.0,5.0,0.0,13.0,462.0,Item do not show,2021-05-25,Offered,
4180,14063,,1770.0,1.0,1.0,13.0,714.0,Wrong password,2021-05-16,Offered,
4181,11356,,1267.0,4.0,0.0,4.0,229.0,Wrong password,2021-07-08,Offered,
4183,13775,,1566.0,1.0,1.0,5.0,,Cheating,2021-08-23,Offered,
4189,14498,,1267.0,2.0,0.0,3.0,147.0,Item do not show,2021-05-29,Offered,N / A
4193,14003,,1817.0,2.0,0.0,6.0,88.0,Payment processing,2021-07-18,Offered,N / A
4196,15265,,1337.0,2.0,0.0,15.0,777.0,Payment processing,2021-07-16,Offered,
4197,14263,,1377.0,3.0,0.0,4.0,717.0,Cheating,2021-08-23,Offered,
4204,14565,,1817.0,3.0,0.0,6.0,156.0,Compromited account,2021-07-30,Offered,
4207,14254,,1519.0,5.0,0.0,7.0,50.0,Payment processing,2021-07-12,Offered,
4211,10786,,1746.0,4.0,0.0,3.0,177.0,Payment processing,2021-08-10,Offered,N / A
4228,15539,,1812.0,1.0,1.0,5.0,125.0,Wrong password,2021-05-26,Offered,N / A
4233,15347,,1548.0,3.0,0.0,19.0,784.0,Wrong password,2021-06-14,Offered,N / A
4241,15299,,1692.0,3.0,0.0,9.0,131.0,Item do not show,2021-08-05,Offered,
4244,14061,,1754.0,4.0,0.0,12.0,64.0,Compromited account,2021-08-02,Offered,N / A
4246,14794,,1548.0,3.0,0.0,9.0,628.0,Wrong password,2021-06-19,Offered,N / A
4248,12982,,1287.0,3.0,0.0,,141.0,Wrong password,2021-07-15,Offered,N / A
4249,15372,,1248.0,1.0,1.0,3.0,116.0,Payment processing,2021-06-10,Offered,
4250,10677,,1656.0,3.0,0.0,11.0,524.0,,2021-06-26,Offered,N / A
4253,14803,,1688.0,3.0,0.0,5.0,181.0,Payment processing,2021-07-23,Offered,
4255,12076,,1317.0,6.0,0.0,10.0,727.0,Wrong password,2021-06-15,Offered,
4258,14515,,1671.0,2.0,0.0,7.0,255.0,Payment processing,2021-05-11,Offered,
4265,14150,,1985.0,2.0,0.0,6.0,532.0,Item do not show,2021-06-04,Offered,
4266,12109,,1519.0,2.0,0.0,2.0,330.0,Wrong password,2021-06-25,Offered,
4269,15405,,1531.0,2.0,0.0,,76.0,Payment processing,2021-06-11,Offered,N / A
4271,11371,,1363.0,1.0,1.0,15.0,734.0,Payment processing,2021-08-16,Offered,
4280,14605,,1496.0,3.0,0.0,5.0,673.0,Payment processing,2021-07-04,Offered,N / A
4281,13022,,1926.0,3.0,0.0,8.0,179.0,,2021-05-26,Offered,
4283,10444,,1942.0,4.0,,8.0,1018.0,Wrong password,2021-08-12,Offered,N / A
4301,15455,,1503.0,,1.0,,494.0,Compromited account,2021-06-14,Offered,
4302,11797,,1571.0,3.0,0.0,2.0,141.0,Payment processing,2021-05-15,Offered,N / A
4303,10952,,1377.0,,0.0,12.0,,Wrong password,2021-07-06,Offered,
4305,12496,,1697.0,4.0,0.0,13.0,436.0,Wrong password,2021-07-24,Offered,N / A
4306,12174,,1812.0,,0.0,3.0,171.0,Item do not show,2021-07-15,Offered,N / A
4311,14001,,1480.0,1.0,1.0,2.0,288.0,Item do not show,2021-05-11,Offered,
4315,12487,,1535.0,2.0,0.0,13.0,691.0,Payment processing,2021-07-21,Offered,N / A
4318,11025,,1770.0,3.0,0.0,5.0,208.0,Payment processing,2021-06-16,Offered,
4322,14746,,1921.0,2.0,0.0,2.0,12.0,Wrong password,2021-07-05,Offered,
4331,11197,,1248.0,3.0,0.0,3.0,156.0,Payment processing,2021-05-12,Offered,
4341,11557,,1754.0,6.0,0.0,6.0,42.0,Payment processing,2021-06-25,Offered,
4353,13516,,1781.0,,1.0,3.0,69.0,Item do not show,2021-07-20,Offered,N / A
4356,14196,,1358.0,5.0,0.0,8.0,271.0,Wrong password,2021-05-19,Offered,
4359,12738,,1837.0,1.0,1.0,3.0,1056.0,Wrong password,2021-05-22,Offered,
4360,11507,,1892.0,3.0,0.0,,624.0,Cheating,2021-08-15,Offered,N / A
4365,15494,,1754.0,2.0,0.0,,621.0,Cheating,2021-07-20,Offered,
4366,13044,,1438.0,4.0,0.0,3.0,98.0,Payment processing,2021-05-15,Offered,
4373,11161,,1926.0,2.0,0.0,4.0,194.0,Item do not show,2021-05-27,Offered,N / A
4374,12149,,1571.0,2.0,0.0,10.0,206.0,Item do not show,2021-07-12,Offered,
4375,15649,,1496.0,3.0,0.0,2.0,405.0,Wrong password,2021-06-26,Offered,
4379,14013,,1585.0,2.0,0.0,6.0,205.0,Payment processing,2021-08-08,Offered,
4390,11278,,1695.0,4.0,0.0,18.0,648.0,Payment processing,2021-05-24,Offered,
4391,14422,,1341.0,2.0,0.0,4.0,24.0,Item do not show,2021-07-21,Offered,N / A
4397,11627,,1341.0,3.0,,8.0,90.0,Item do not show,2021-06-06,Offered,N / A
4398,14116,,1477.0,3.0,0.0,10.0,883.0,Payment processing,2021-08-13,Offered,
4400,14564,,1473.0,,0.0,16.0,937.0,Item do not show,2021-05-29,Offered,
4401,15612,,1548.0,,0.0,3.0,147.0,Wrong password,2021-06-23,Offered,
4406,11487,,1414.0,2.0,0.0,3.0,184.0,,2021-07-20,Offered,
4408,11726,,1414.0,2.0,0.0,3.0,215.0,Wrong password,2021-06-11,Offered,N / A
4409,11846,,1477.0,5.0,0.0,22.0,504.0,Wrong password,2021-07-31,Offered,
4412,12825,,1531.0,2.0,0.0,2.0,13.0,Item do not show,2021-07-25,Offered,N / A
4415,14951,,1455.0,1.0,1.0,7.0,120.0,Item do not show,2021-06-14,Offered,
4418,11165,,1671.0,1.0,1.0,10.0,638.0,Item do not show,2021-06-11,Offered,
4421,13797,,1817.0,3.0,0.0,5.0,343.0,Payment processing,2021-07-05,Offered,
4423,13560,,1813.0,3.0,0.0,,201.0,Item do not show,2021-07-07,Offered,N / A
4425,12834,,1746.0,,0.0,6.0,134.0,Payment processing,2021-07-27,Offered,
4426,11718,,1646.0,,0.0,5.0,191.0,Wrong password,2021-06-11,Offered,
4428,13711,,1317.0,2.0,0.0,28.0,733.0,Wrong password,2021-06-08,Offered,
4432,10622,,1337.0,2.0,0.0,3.0,157.0,Item do not show,2021-08-15,Offered,N / A
4435,15166,,1746.0,2.0,0.0,9.0,840.0,Compromited account,2021-07-30,Offered,
4438,14387,,1695.0,2.0,,6.0,353.0,Payment processing,2021-07-14,Offered,N / A
4439,14399,,1646.0,5.0,,3.0,221.0,Wrong password,2021-05-22,Offered,N / A
4442,13688,,1936.0,3.0,0.0,17.0,781.0,Payment processing,2021-08-20,Offered,N / A
4443,14814,,1412.0,4.0,0.0,5.0,169.0,Item do not show,2021-06-17,Offered,N / A
4452,11816,,1759.0,4.0,0.0,22.0,902.0,Item do not show,2021-07-23,Offered,
4453,14998,,1695.0,2.0,0.0,5.0,228.0,Payment processing,2021-05-28,Offered,
4455,15274,,1929.0,3.0,0.0,20.0,305.0,Compromited account,2021-06-08,Offered,
4464,14643,,1837.0,2.0,0.0,3.0,193.0,Payment processing,2021-08-12,Offered,
4465,11771,,1412.0,3.0,0.0,3.0,273.0,Item do not show,2021-07-11,Offered,
4466,15460,,1949.0,2.0,0.0,3.0,31.0,Compromited account,2021-05-22,Offered,N / A
4468,15593,,1438.0,3.0,0.0,14.0,504.0,Compromited account,2021-05-24,Offered,N / A
4469,14625,,1726.0,4.0,0.0,6.0,98.0,Payment processing,2021-05-20,Offered,
4470,14085,,1519.0,2.0,0.0,6.0,271.0,Payment processing,2021-05-13,Offered,N / A
4471,10800,,1363.0,2.0,0.0,6.0,870.0,Wrong password,2021-05-26,Offered,
4474,13397,,1697.0,2.0,,4.0,267.0,Payment processing,2021-06-24,Offered,N / A
4496,15248,,1248.0,2.0,0.0,17.0,920.0,Wrong password,2021-05-20,Offered,N / A
4508,14875,,1350.0,2.0,0.0,9.0,201.0,Wrong password,2021-06-11,Offered,
4509,14589,,1360.0,3.0,0.0,25.0,461.0,Wrong password,2021-07-27,Offered,
4521,15364,,1857.0,2.0,0.0,19.0,669.0,Payment processing,2021-05-29,Offered,N / A
4523,13593,,1671.0,3.0,0.0,19.0,,Payment processing,2021-05-21,Offered,N / A
4527,15063,,1359.0,4.0,0.0,4.0,469.0,Wrong password,2021-07-11,Offered,
4530,10227,,1438.0,1.0,1.0,16.0,857.0,Cheating,2021-07-03,Offered,N / A
4531,15421,,1337.0,3.0,0.0,3.0,160.0,Payment processing,2021-07-04,Offered,
4533,12355,,1571.0,3.0,0.0,4.0,79.0,Wrong password,2021-05-14,Offered,
4538,14607,,1340.0,2.0,0.0,20.0,507.0,Wrong password,2021-07-15,Offered,
4544,10324,,1363.0,3.0,0.0,,86.0,,2021-07-25,Offered,
4548,14936,,1759.0,3.0,0.0,9.0,136.0,Item do not show,2021-08-13,Offered,
4551,13123,,1384.0,1.0,1.0,11.0,133.0,Compromited account,2021-06-25,Offered,N / A
4565,10614,,1535.0,2.0,0.0,8.0,150.0,Wrong password,2021-06-24,Offered,N / A
4569,15386,,1317.0,5.0,0.0,12.0,671.0,Wrong password,2021-08-03,Offered,
4571,10208,,1899.0,3.0,0.0,4.0,216.0,Item do not show,2021-08-17,Offered,
4572,13214,,1967.0,1.0,1.0,14.0,799.0,Wrong password,2021-05-17,Offered,
4575,13582,,1770.0,2.0,0.0,17.0,345.0,Compromited account,2021-06-19,Offered,
4576,10976,,1480.0,2.0,0.0,5.0,298.0,Wrong password,2021-07-29,Offered,N / A
4578,10386,,1532.0,2.0,0.0,6.0,451.0,Cheating,2021-05-26,Offered,
4583,12529,,1726.0,,0.0,14.0,381.0,Wrong password,,Offered,N / A
4584,12824,,1671.0,3.0,0.0,7.0,207.0,Wrong password,2021-07-03,Offered,N / A
4589,15563,,1358.0,3.0,0.0,6.0,87.0,,2021-06-19,Offered,
4593,12274,,1813.0,4.0,0.0,23.0,882.0,Payment processing,2021-07-22,Offered,N / A
4601,11287,,1648.0,2.0,0.0,5.0,76.0,Wrong password,2021-07-14,Offered,N / A
4607,12497,,1759.0,4.0,0.0,,639.0,Cheating,2021-07-25,Offered,N / A
4610,13005,,1477.0,3.0,0.0,10.0,,Payment processing,2021-08-13,Offered,
4612,11137,,1967.0,,1.0,8.0,154.0,Item do not show,2021-05-21,Offered,N / A
4613,15654,,1519.0,1.0,1.0,5.0,220.0,Wrong password,2021-06-18,Offered,
4614,13932,,1754.0,2.0,0.0,30.0,504.0,Wrong password,2021-07-19,Offered,
4615,12974,,1837.0,3.0,0.0,5.0,84.0,Item do not show,2021-05-13,Offered,
4619,13466,,1812.0,3.0,0.0,29.0,450.0,Payment processing,,Offered,N / A
4622,14687,,1360.0,1.0,1.0,6.0,453.0,Wrong password,2021-07-19,Offered,N / A
4623,12212,,1663.0,1.0,1.0,22.0,793.0,Wrong password,2021-07-29,Offered,
4624,12462,,1319.0,5.0,0.0,5.0,35.0,Payment processing,2021-05-14,Offered,N / A
4627,13498,,1566.0,3.0,0.0,2.0,143.0,Payment processing,2021-08-14,Offered,
4629,11677,,1726.0,1.0,1.0,4.0,129.0,Payment processing,2021-06-12,Offered,
4632,15275,,1384.0,3.0,0.0,3.0,,Item do not show,2021-08-08,Offered,
4634,15507,,1248.0,1.0,1.0,4.0,967.0,Payment processing,2021-06-03,Offered,N / A
4635,14882,,1522.0,4.0,0.0,4.0,174.0,Wrong password,2021-06-25,Offered,
4636,11550,,1746.0,1.0,1.0,17.0,808.0,Item do not show,2021-06-28,Offered,
4639,12167,,1719.0,3.0,0.0,6.0,,Cheating,2021-08-08,Offered,
4646,14903,,1390.0,3.0,0.0,8.0,173.0,Payment processing,2021-07-09,Offered,
4647,14818,,1360.0,4.0,0.0,33.0,764.0,Cheating,2021-08-01,Offered,
4649,10357,,1719.0,,0.0,2.0,40.0,Payment processing,2021-06-29,Offered,N / A
4652,10491,,1899.0,5.0,0.0,8.0,783.0,Item do not show,2021-05-13,Offered,
4653,12730,,1947.0,3.0,0.0,5.0,97.0,Payment processing,2021-06-04,Offered,
4656,13657,,1692.0,,0.0,8.0,19.0,Item do not show,2021-06-05,Offered,
4658,11343,,1336.0,2.0,0.0,10.0,238.0,Payment processing,2021-05-16,Offered,
4660,10831,,1496.0,3.0,0.0,10.0,161.0,Payment processing,2021-07-13,Offered,N / A
4661,12448,,1671.0,1.0,1.0,15.0,97.0,Wrong password,2021-07-29,Offered,
4667,15153,,1412.0,2.0,0.0,12.0,922.0,Payment processing,2021-05-26,Offered,
4685,14781,,1571.0,,0.0,6.0,244.0,Cheating,2021-05-12,Offered,
4686,13293,,1503.0,3.0,0.0,5.0,163.0,Payment processing,2021-07-26,Offered,N / A
4687,10722,,1949.0,4.0,0.0,5.0,73.0,Cheating,2021-06-08,Offered,N / A
4701,11011,,1806.0,3.0,0.0,7.0,34.0,Payment processing,2021-07-02,Offered,N / A
4702,11614,,1583.0,2.0,0.0,9.0,116.0,Wrong password,2021-05-22,Offered,N / A
4708,13128,,1942.0,2.0,0.0,3.0,280.0,Wrong password,2021-05-22,Offered,N / A
4709,15551,,1548.0,,0.0,23.0,397.0,Wrong password,2021-07-01,Offered,
4710,15308,,1358.0,1.0,1.0,19.0,457.0,Payment processing,2021-07-13,Offered,
4712,13171,,2028.0,3.0,0.0,4.0,265.0,Item do not show,2021-05-11,Offered,
4719,11949,,1813.0,4.0,0.0,20.0,371.0,Wrong password,2021-07-18,Offered,N / A
4722,11865,,1568.0,2.0,0.0,9.0,77.0,Payment processing,2021-07-04,Offered,
4724,11869,,1341.0,1.0,1.0,,278.0,,2021-06-26,Offered,
4725,14379,,1531.0,2.0,0.0,3.0,122.0,Wrong password,2021-05-14,Offered,N / A
4729,11604,,1746.0,4.0,0.0,25.0,1031.0,Payment processing,2021-08-23,Offered,
4731,14137,,1350.0,4.0,0.0,11.0,,Item do not show,2021-07-07,Offered,
4732,14622,,1656.0,,0.0,7.0,258.0,,2021-07-28,Offered,
4736,12571,,1726.0,1.0,1.0,11.0,433.0,Payment processing,2021-07-02,Offered,
4737,12805,,1427.0,,0.0,4.0,100.0,Cheating,2021-08-07,Offered,
4746,11333,,1967.0,3.0,0.0,3.0,192.0,,2021-06-27,Offered,
4749,12984,,1267.0,1.0,1.0,6.0,23.0,Payment processing,2021-05-24,Offered,
4751,11527,,1319.0,4.0,0.0,9.0,762.0,Payment processing,2021-05-22,Offered,N / A
4752,14540,,1695.0,3.0,0.0,16.0,471.0,Wrong password,2021-06-28,Offered,
4753,11749,,1358.0,1.0,1.0,4.0,141.0,Wrong password,2021-08-02,Offered,
4754,13508,,1837.0,,0.0,16.0,712.0,Cheating,2021-07-03,Offered,
4756,13680,,1566.0,2.0,0.0,6.0,946.0,Wrong password,2021-07-06,Offered,N / A
4763,14968,,1548.0,6.0,0.0,23.0,703.0,Payment processing,2021-07-23,Offered,
4767,11691,,1455.0,,1.0,11.0,246.0,Wrong password,2021-05-29,Offered,
4772,14919,,1985.0,4.0,0.0,7.0,214.0,Payment processing,2021-08-07,Offered,N / A
4773,11168,,1688.0,1.0,1.0,4.0,254.0,Payment processing,2021-05-15,Offered,
4779,13523,,1455.0,1.0,1.0,7.0,255.0,Item do not show,,Offered,N / A
4784,15207,,2019.0,1.0,1.0,6.0,,Payment processing,2021-08-09,Offered,N / A
4786,12533,,1390.0,1.0,1.0,14.0,254.0,Wrong password,2021-08-07,Offered,N / A
4787,11409,,1390.0,5.0,0.0,21.0,572.0,Payment processing,2021-06-10,Offered,
4792,11397,,1837.0,2.0,0.0,3.0,170.0,Item do not show,2021-07-29,Offered,N / A
4794,12313,,1535.0,2.0,0.0,2.0,530.0,Compromited account,2021-07-29,Offered,N / A
4796,10456,,1656.0,3.0,0.0,15.0,531.0,Payment processing,2021-07-17,Offered,
4798,11262,,1317.0,1.0,1.0,6.0,39.0,Payment processing,2021-07-14,Offered,
4808,12502,,1781.0,4.0,0.0,15.0,942.0,Cheating,2021-06-04,Offered,
4815,14788,,2003.0,4.0,,2.0,183.0,Item do not show,2021-07-04,Offered,N / A
4817,11124,,1566.0,2.0,0.0,3.0,211.0,Wrong password,2021-07-07,Offered,
4823,15106,,1583.0,1.0,1.0,6.0,669.0,Payment processing,2021-08-02,Offered,
4826,15211,,1812.0,1.0,1.0,5.0,87.0,,2021-08-10,Offered,
4837,15188,,2028.0,3.0,0.0,18.0,923.0,Wrong password,2021-06-12,Offered,N / A
4839,13115,,1535.0,3.0,0.0,7.0,666.0,Item do not show,2021-07-28,Offered,
4848,13602,,1473.0,3.0,0.0,21.0,836.0,,,Offered,
4851,12593,,1817.0,3.0,0.0,14.0,713.0,,2021-07-11,Offered,
4858,15558,,1317.0,1.0,1.0,4.0,167.0,Compromited account,2021-07-12,Offered,
4861,12258,,1360.0,4.0,0.0,2.0,181.0,Payment processing,2021-06-28,Offered,
4862,11887,,1695.0,,0.0,5.0,164.0,Wrong password,2021-08-06,Offered,
4865,12763,,1337.0,1.0,1.0,11.0,112.0,Item do not show,2021-07-31,Offered,
4870,13989,,1695.0,,,8.0,242.0,Wrong password,2021-07-19,Offered,N / A
4882,14136,,1697.0,1.0,1.0,6.0,223.0,Item do not show,2021-06-21,Offered,
4888,13896,,1522.0,4.0,0.0,5.0,216.0,Wrong password,2021-06-25,Offered,
4889,14320,,1813.0,,0.0,21.0,,Wrong password,2021-06-18,Offered,
4890,14382,,1726.0,2.0,0.0,8.0,46.0,Cheating,2021-07-31,Offered,
4901,15075,,1967.0,,0.0,15.0,628.0,Item do not show,2021-06-14,Offered,
4902,13822,,1359.0,,1.0,12.0,855.0,Cheating,2021-06-30,Offered,N / A
4903,12516,,1585.0,2.0,0.0,13.0,175.0,Payment processing,2021-07-02,Offered,
4907,11489,,1341.0,2.0,0.0,3.0,87.0,Cheating,2021-06-06,Offered,N / A
4911,12197,,1535.0,1.0,1.0,8.0,414.0,Item do not show,2021-08-07,Offered,
4912,13153,,1287.0,4.0,0.0,8.0,92.0,Item do not show,2021-08-23,Offered,N / A
4925,13787,,1837.0,4.0,0.0,3.0,508.0,Item do not show,2021-06-01,Offered,
4929,10210,,1666.0,1.0,1.0,8.0,294.0,Compromited account,2021-07-09,Offered,
4932,11574,,1746.0,3.0,0.0,9.0,698.0,Payment processing,2021-07-05,Offered,
4933,11314,,1949.0,3.0,0.0,18.0,1112.0,Wrong password,2021-07-27,Offered,
4934,14149,,1921.0,2.0,0.0,9.0,186.0,Cheating,2021-07-13,Offered,N / A
4936,13122,,1806.0,3.0,0.0,22.0,562.0,Cheating,2021-07-28,Offered,
4949,13843,,1754.0,1.0,1.0,20.0,921.0,Payment processing,2021-07-10,Offered,
4960,10346,,1726.0,2.0,0.0,5.0,528.0,Item do not show,2021-05-22,Offered,
4961,13773,,1942.0,2.0,0.0,5.0,48.0,,2021-06-07,Offered,
4970,11947,,1770.0,,0.0,6.0,175.0,Wrong password,2021-08-04,Offered,N / A
4972,12064,,1360.0,3.0,0.0,18.0,,Payment processing,2021-06-04,Offered,N / A
4975,12110,,1837.0,1.0,1.0,16.0,711.0,Cheating,2021-08-05,Offered,N / A
4977,14207,,1426.0,3.0,0.0,8.0,289.0,Wrong password,2021-05-23,Offered,N / A
4980,14755,,1548.0,,,,111.0,Payment processing,2021-06-27,Offered,N / A
4990,15559,,1936.0,4.0,,5.0,,Payment processing,2021-07-20,Offered,N / A
4992,15476,,1985.0,1.0,1.0,4.0,115.0,Item do not show,2021-07-15,Offered,
4996,11699,,1656.0,2.0,0.0,6.0,337.0,Wrong password,2021-06-07,Offered,
4998,13816,,1350.0,5.0,0.0,7.0,149.0,Payment processing,2021-07-18,Offered,
5001,11684,,1531.0,,1.0,6.0,189.0,Item do not show,2021-06-15,Offered,
5002,10545,,1287.0,3.0,0.0,4.0,627.0,Wrong password,2021-08-15,Offered,N / A
5008,12904,,1411.0,1.0,1.0,2.0,185.0,Item do not show,2021-06-22,Offered,
5011,14685,,1455.0,2.0,0.0,22.0,1117.0,,2021-08-11,Offered,
5013,10362,,1947.0,,0.0,10.0,,Payment processing,2021-08-04,Offered,
5014,13575,,1411.0,1.0,1.0,18.0,454.0,Wrong password,2021-07-11,Offered,
5015,14799,,1503.0,,1.0,13.0,195.0,Item do not show,2021-06-26,Offered,
5018,11228,,1287.0,3.0,0.0,23.0,566.0,Compromited account,2021-07-11,Offered,
5021,14002,,2028.0,,0.0,18.0,441.0,Cheating,2021-08-12,Offered,
5022,13264,,1414.0,1.0,1.0,2.0,121.0,Payment processing,2021-05-25,Offered,
5027,11535,,1248.0,1.0,1.0,20.0,888.0,Wrong password,2021-05-16,Offered,
5035,11102,,1503.0,1.0,1.0,,905.0,Wrong password,2021-06-01,Offered,
5038,11247,,1548.0,4.0,0.0,2.0,63.0,Compromited account,2021-08-21,Offered,
5039,11132,,1936.0,4.0,0.0,11.0,772.0,Payment processing,2021-05-14,Offered,
5040,13100,,1947.0,5.0,0.0,7.0,270.0,Wrong password,2021-07-27,Offered,
5042,13485,,2028.0,,0.0,,115.0,Wrong password,,Offered,
5043,12221,,1921.0,1.0,1.0,4.0,131.0,Wrong password,2021-06-12,Offered,
5045,10983,,1480.0,3.0,0.0,5.0,114.0,Wrong password,2021-06-08,Offered,N / A
5046,10769,,1317.0,3.0,0.0,18.0,538.0,Item do not show,2021-07-17,Offered,N / A
5049,10285,,1663.0,3.0,0.0,6.0,301.0,Payment processing,2021-07-29,Offered,N / A
5052,11927,,1435.0,2.0,0.0,9.0,87.0,Compromited account,2021-06-28,Offered,
5053,12586,,1813.0,,1.0,2.0,132.0,Payment processing,2021-07-05,Offered,N / A
5057,14440,,1267.0,1.0,1.0,15.0,,Cheating,2021-08-03,Offered,N / A
5061,13058,,1473.0,3.0,,6.0,553.0,Cheating,2021-05-23,Offered,N / A
5065,11766,,1359.0,2.0,0.0,26.0,795.0,Wrong password,2021-06-26,Offered,
5073,14064,,1770.0,2.0,0.0,6.0,621.0,Wrong password,2021-06-04,Offered,N / A
5076,15000,,1548.0,2.0,0.0,5.0,189.0,,2021-06-10,Offered,
5077,15522,,1522.0,4.0,0.0,9.0,14.0,Wrong password,2021-05-27,Offered,
5078,12056,,1435.0,2.0,0.0,3.0,119.0,Cheating,2021-07-01,Offered,
5082,10359,,1568.0,1.0,1.0,8.0,77.0,Item do not show,2021-07-09,Offered,
5092,12305,,1688.0,3.0,0.0,4.0,211.0,Wrong password,2021-07-21,Offered,N / A
5094,13922,,1341.0,3.0,0.0,7.0,164.0,Payment processing,2021-08-03,Offered,
5097,14732,,1646.0,4.0,0.0,9.0,134.0,Payment processing,2021-06-20,Offered,N / A
5104,12544,,1777.0,1.0,1.0,8.0,,Item do not show,2021-07-24,Offered,N / A
5108,10971,,1414.0,1.0,1.0,16.0,157.0,Payment processing,2021-08-04,Offered,
5109,13870,,1697.0,2.0,0.0,6.0,215.0,Payment processing,2021-05-20,Offered,
5112,13231,,1319.0,,0.0,5.0,72.0,,2021-06-06,Offered,
5116,12016,,1377.0,2.0,0.0,14.0,590.0,Wrong password,2021-07-02,Offered,
5117,11175,,1812.0,4.0,0.0,17.0,877.0,Payment processing,2021-08-16,Offered,
5121,11212,,2003.0,5.0,0.0,,381.0,Wrong password,2021-05-20,Offered,
5122,10989,,1360.0,6.0,0.0,5.0,272.0,Payment processing,2021-07-02,Offered,N / A
5126,10178,,1359.0,4.0,0.0,6.0,125.0,Item do not show,2021-05-25,Offered,
5127,15319,,1548.0,3.0,0.0,6.0,162.0,Item do not show,2021-07-29,Offered,
5129,15466,,1519.0,3.0,0.0,9.0,502.0,,2021-07-15,Offered,
5130,15187,,1384.0,2.0,0.0,15.0,257.0,Payment processing,2021-07-20,Offered,N / A
5134,15677,,1412.0,2.0,0.0,9.0,137.0,Item do not show,2021-08-10,Offered,
5135,13984,,1837.0,2.0,0.0,6.0,106.0,Payment processing,2021-07-21,Offered,
5137,13679,,1360.0,,0.0,7.0,632.0,Payment processing,2021-08-02,Offered,
5138,10370,,1710.0,1.0,1.0,17.0,410.0,Item do not show,2021-06-04,Offered,
5142,15114,,1857.0,2.0,0.0,10.0,470.0,Payment processing,2021-08-22,Offered,
5150,15641,,2019.0,6.0,0.0,12.0,209.0,Payment processing,2021-08-21,Offered,
5154,11876,,1819.0,,0.0,4.0,,Wrong password,2021-06-18,Offered,N / A
5156,10449,,1929.0,6.0,0.0,12.0,139.0,Item do not show,2021-06-14,Offered,
5160,13678,,1384.0,3.0,0.0,4.0,100.0,Payment processing,2021-06-20,Offered,
5164,12936,,1319.0,2.0,0.0,2.0,251.0,Item do not show,2021-07-31,Offered,N / A
5166,11036,,1519.0,3.0,0.0,11.0,965.0,Wrong password,2021-07-25,Offered,
5178,15279,,1967.0,1.0,1.0,,95.0,Wrong password,2021-08-06,Offered,N / A
5181,13823,,1438.0,2.0,0.0,9.0,253.0,Item do not show,2021-06-14,Offered,
5184,10673,,1697.0,,0.0,,249.0,Wrong password,2021-06-15,Offered,
5185,10231,,1813.0,,0.0,7.0,288.0,Cheating,2021-06-26,Offered,N / A
5186,11564,,1746.0,4.0,0.0,,179.0,,2021-06-05,Offered,
5188,14888,,1535.0,,0.0,6.0,166.0,Payment processing,2021-05-27,Offered,N / A
5189,12151,,1319.0,2.0,0.0,10.0,98.0,Item do not show,2021-07-16,Offered,N / A
5190,10789,,1248.0,2.0,0.0,15.0,148.0,,2021-07-22,Offered,
5195,13739,,1899.0,6.0,0.0,6.0,230.0,Wrong password,,Offered,
5197,12831,,1317.0,1.0,,6.0,972.0,Item do not show,2021-07-19,Offered,N / A
5198,14702,,1519.0,6.0,0.0,10.0,837.0,Payment processing,2021-06-27,Offered,N / A
5199,12979,,1806.0,4.0,0.0,22.0,549.0,Cheating,2021-07-10,Offered,
5200,14890,,1985.0,3.0,0.0,3.0,233.0,Wrong password,2021-05-22,Offered,
5206,12404,,2019.0,2.0,0.0,6.0,301.0,,2021-08-12,Offered,N / A
5207,13604,,1926.0,1.0,1.0,12.0,714.0,Payment processing,2021-06-27,Offered,
5209,14247,,1770.0,1.0,1.0,5.0,142.0,Payment processing,2021-05-14,Offered,N / A
5210,11063,,1473.0,,0.0,,236.0,Item do not show,,Offered,
5212,15547,,1427.0,3.0,0.0,6.0,117.0,Wrong password,2021-07-16,Offered,N / A
5217,14595,,1400.0,3.0,0.0,4.0,372.0,Item do not show,2021-06-13,Offered,
5223,13631,,1857.0,4.0,0.0,11.0,97.0,Item do not show,2021-07-21,Offered,
5227,10887,,1710.0,4.0,0.0,4.0,270.0,Wrong password,2021-08-23,Offered,
5230,10538,,1287.0,3.0,0.0,3.0,395.0,Compromited account,2021-06-23,Offered,
5232,14161,,1583.0,,0.0,10.0,745.0,Wrong password,2021-08-22,Offered,
5236,12338,,1503.0,5.0,,25.0,913.0,,2021-08-16,Offered,N / A
5240,14554,,1336.0,2.0,0.0,2.0,673.0,Wrong password,2021-06-26,Offered,
5244,14205,,1341.0,3.0,0.0,5.0,233.0,Wrong password,2021-05-20,Offered,N / A
5252,14089,,1336.0,2.0,0.0,8.0,93.0,Payment processing,2021-05-31,Offered,
5255,15214,,1947.0,3.0,0.0,,16.0,Payment processing,2021-07-28,Offered,
5256,14697,,1663.0,7.0,0.0,4.0,635.0,Payment processing,,Offered,
5268,14066,,2003.0,4.0,0.0,8.0,246.0,Payment processing,2021-08-01,Offered,N / A
5270,13565,,1267.0,,1.0,6.0,188.0,Wrong password,2021-06-16,Offered,N / A
5272,10332,,1892.0,3.0,0.0,3.0,115.0,Payment processing,2021-06-29,Offered,
