,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment
363,11609,0.0,1522.0,3.0,0.0,5.0,,Compromited account,2021-07-19,Good,welldone: services
364,10962,1.0,1806.0,1.0,1.0,4.0,,Payment processing,2021-06-22,Good,amazing! agents behavior
366,12569,1.0,1688.0,2.0,0.0,,260.0,Item do not show,2021-08-11,Good,services précis
367,14795,1.0,1566.0,3.0,0.0,6.0,873.0,Payment processing,2021-06-17,Bad,uselless career mode
368,15334,1.0,1267.0,3.0,0.0,18.0,,Wrong password,2021-07-06,Bad,No me gusta la resolución ...
369,15359,1.0,1648.0,2.0,,13.0,142.0,Wrong password,2021-06-12,Good,¡Producto preciso!
370,15387,1.0,1455.0,4.0,0.0,6.0,234.0,Wrong password,2021-05-19,Good,welldone: delivery!!
371,15459,1.0,1837.0,2.0,0.0,5.0,285.0,Payment processing,2021-06-30,Good,i like resolution
373,11455,1.0,1400.0,3.0,0.0,14.0,77.0,Item do not show,2021-06-02,Good,resolución agradable
374,14649,1.0,1477.0,1.0,1.0,11.0,731.0,Wrong password,2021-05-11,Bad,Je n'aime pas la résolution ...
377,13675,1.0,1480.0,2.0,0.0,4.0,51.0,,2021-07-25,Good,jeu efficace
378,13617,1.0,1949.0,2.0,0.0,12.0,706.0,Payment processing,2021-06-20,Bad,awful services
380,15115,1.0,1522.0,3.0,,4.0,114.0,Payment processing,2021-07-09,Good,Gran comunicación del agente
382,13465,1.0,1746.0,3.0,0.0,20.0,753.0,Item do not show,2021-07-26,Bad,unreliable item
384,14680,1.0,1812.0,2.0,0.0,8.0,551.0,Item do not show,2021-05-19,Bad,useless delivery
386,12464,1.0,1473.0,2.0,,10.0,292.0,Payment processing,2021-05-12,Good,Buena entrega !!
387,15349,1.0,1503.0,2.0,0.0,14.0,,Wrong password,2021-05-21,Bad,producto duro
388,15045,1.0,1967.0,1.0,1.0,25.0,559.0,Wrong password,2021-08-02,Bad,Comportement des agents usulless
389,10300,1.0,1671.0,1.0,1.0,8.0,72.0,Payment processing,2021-05-24,Good,reliable resolution...
391,10707,1.0,1571.0,1.0,1.0,7.0,130.0,Item do not show,2021-08-07,Good,maravillosa resolución ...
394,14693,1.0,1585.0,6.0,0.0,2.0,141.0,Wrong password,2021-07-15,Good,welldone: resolution...
395,10245,1.0,1648.0,4.0,0.0,3.0,475.0,Payment processing,2021-05-27,Bad,Comunicación de agentes poco confiables
396,15410,1.0,1936.0,3.0,0.0,7.0,95.0,Compromited account,2021-07-12,Good,satisfactory delivery
397,10759,1.0,1477.0,4.0,0.0,9.0,1025.0,,2021-07-08,Bad,services inutiles
398,11465,0.0,1532.0,3.0,0.0,12.0,799.0,Compromited account,2021-06-09,Bad,unrealiable agents behavior
401,10996,0.0,1426.0,3.0,0.0,16.0,705.0,Cheating,2021-08-15,Bad,Communication des agents irréalisables
403,12521,1.0,1770.0,2.0,0.0,8.0,1025.0,Wrong password,2021-05-15,Bad,unrealiable service
404,15425,0.0,1926.0,3.0,0.0,14.0,202.0,Compromited account,2021-07-28,Bad,unclear game
405,11995,1.0,1929.0,5.0,,7.0,134.0,Wrong password,2021-08-02,Good,¡¡¡gran servicio!!!
407,12997,1.0,1985.0,2.0,0.0,4.0,324.0,Wrong password,2021-06-25,Good,reliable delivery
408,15403,1.0,2003.0,8.0,0.0,26.0,758.0,Payment processing,2021-05-18,Bad,harsh agents behavior
409,13148,1.0,1646.0,2.0,0.0,4.0,157.0,Payment processing,2021-05-17,Good,great agents communication
410,12793,0.0,1892.0,3.0,0.0,26.0,963.0,Item do not show,2021-08-13,Bad,slow product!
412,11523,1.0,1710.0,4.0,0.0,31.0,498.0,Item do not show,2021-06-02,Bad,bad delivery!!
413,14696,1.0,1435.0,2.0,0.0,7.0,205.0,Item do not show,2021-06-18,Good,welldone: delivery.
414,10383,1.0,1480.0,3.0,0.0,12.0,634.0,Payment processing,2021-06-19,Bad,I do not like agent`s behavior
415,14166,1.0,1806.0,2.0,0.0,17.0,689.0,,2021-06-12,Bad,useless resolution
417,13888,1.0,1535.0,5.0,0.0,15.0,335.0,Wrong password,2021-07-18,Bad,harsh product!
418,15524,1.0,1857.0,6.0,0.0,17.0,452.0,Item do not show,2021-07-19,Bad,unsatisfactory services!
420,12239,1.0,1656.0,4.0,,13.0,247.0,Payment processing,2021-07-10,Good,N / A
421,15650,1.0,1580.0,1.0,1.0,13.0,269.0,Wrong password,2021-07-16,Good,I like service!!!
422,12196,1.0,1857.0,4.0,,8.0,146.0,Item do not show,2021-08-16,Good,"Gran solución,"
423,13458,1.0,1248.0,3.0,0.0,2.0,195.0,,,Good,precise service!!!
425,10207,0.0,1929.0,2.0,0.0,2.0,186.0,Compromited account,2021-06-05,Good,fast agent's communication
426,12498,0.0,1473.0,3.0,0.0,,792.0,Compromited account,2021-05-25,Bad,harsh delivery.
427,13763,1.0,1746.0,4.0,0.0,7.0,857.0,Wrong password,2021-05-29,Bad,useless experience
428,14412,1.0,1535.0,1.0,1.0,3.0,143.0,Payment processing,2021-07-30,Good,"well done, delivery!!"
431,11582,1.0,1857.0,4.0,0.0,8.0,45.0,Wrong password,2021-08-05,Good,Mode de carrière merveilleux
432,13979,1.0,1746.0,4.0,0.0,12.0,156.0,,2021-06-21,Good,well done delivery.
434,14678,1.0,1781.0,3.0,0.0,5.0,18.0,Payment processing,2021-08-17,Good,mode de lecteur nice
435,12749,1.0,1746.0,2.0,0.0,15.0,491.0,Payment processing,2021-08-14,Bad,useless agent's behavior
436,15160,1.0,1519.0,3.0,0.0,6.0,236.0,Wrong password,2021-07-29,Good,"well done, delivery."
437,11598,1.0,1337.0,1.0,1.0,,676.0,Payment processing,2021-08-15,Bad,N / A
438,11399,1.0,1949.0,2.0,0.0,2.0,259.0,Item do not show,2021-08-06,Good,"well done, career mode"
439,13029,1.0,1400.0,3.0,0.0,2.0,190.0,Payment processing,2021-07-23,Good,satisfactory services
440,11372,1.0,1892.0,3.0,0.0,18.0,990.0,Wrong password,2021-06-09,Bad,unpleasant agents behavior
441,11218,1.0,1926.0,4.0,0.0,22.0,,Cheating,2021-08-10,Bad,harsh agent's communication
443,10967,1.0,1947.0,1.0,1.0,5.0,39.0,Wrong password,2021-06-08,Good,J'aime le service !!!
447,11634,1.0,1585.0,7.0,0.0,7.0,829.0,Compromited account,2021-07-12,Bad,modo de reproductor lento
448,11381,1.0,1363.0,5.0,0.0,7.0,71.0,,2021-06-01,Good,"well done, item"
449,12772,1.0,1496.0,2.0,0.0,7.0,140.0,Item do not show,2021-07-23,Good,"solution fantastique,"
450,13746,1.0,2019.0,2.0,0.0,4.0,209.0,Item do not show,2021-05-19,Good,"reliable solution,"
451,15351,1.0,1359.0,2.0,0.0,8.0,62.0,Payment processing,2021-08-17,Good,efficient agents communication
452,13718,1.0,1770.0,3.0,0.0,8.0,104.0,Wrong password,2021-07-31,Good,eficient delivery.
453,13363,1.0,1695.0,2.0,0.0,5.0,878.0,Payment processing,2021-07-13,Bad,unreliable... delivery!!
454,10589,1.0,1819.0,3.0,0.0,8.0,706.0,Item do not show,2021-08-06,Bad,harsh agent
458,11667,1.0,2003.0,3.0,0.0,,32.0,Item do not show,2021-06-26,Good,wonderful agent's behavior
459,13556,1.0,1336.0,3.0,0.0,3.0,277.0,Wrong password,,Good,reliable product!
461,10254,1.0,1480.0,2.0,0.0,3.0,261.0,Item do not show,2021-07-29,Good,great agent`s behavior
462,12652,1.0,1412.0,5.0,0.0,6.0,745.0,Item do not show,2021-05-20,Bad,unsatisfactory solution
463,14525,1.0,1503.0,3.0,0.0,2.0,260.0,Payment processing,2021-08-08,Good,entrega confiable.
464,14587,1.0,1770.0,2.0,0.0,6.0,673.0,Payment processing,2021-08-19,Bad,I do not like delivery
465,11999,1.0,1340.0,4.0,0.0,2.0,51.0,Wrong password,2021-05-29,Good,eficient agent`s behavior
466,15503,1.0,1414.0,3.0,0.0,5.0,152.0,Payment processing,2021-06-23,Good,quick product
467,12572,1.0,1692.0,2.0,0.0,8.0,688.0,Wrong password,2021-06-06,Bad,unpleasant services
468,10494,1.0,1496.0,2.0,0.0,2.0,772.0,Payment processing,2021-07-30,Bad,jeu irréalisable
470,15389,0.0,1414.0,3.0,0.0,17.0,546.0,Wrong password,2021-07-21,Bad,Je n'aime pas le jeu
472,11044,0.0,1411.0,2.0,0.0,12.0,125.0,Cheating,2021-05-14,Good,Welldone: Résolution
474,13889,1.0,1319.0,2.0,0.0,8.0,580.0,Wrong password,2021-08-15,Bad,résolution lente
475,11148,0.0,1377.0,3.0,,5.0,102.0,Compromited account,2021-07-31,Good,Me gusta el artículo
476,11764,1.0,1781.0,2.0,0.0,2.0,299.0,Item do not show,2021-07-29,Good,clear item
477,14325,1.0,1936.0,3.0,0.0,5.0,105.0,Item do not show,2021-05-16,Good,quick agent
478,10671,1.0,1531.0,1.0,1.0,4.0,,Payment processing,2021-07-20,Good,well done career mode
480,15609,1.0,1921.0,1.0,1.0,3.0,24.0,Payment processing,2021-05-12,Good,nice product
482,13728,0.0,1806.0,4.0,0.0,7.0,224.0,Payment processing,2021-06-06,Good,expérience précise
483,12358,1.0,1837.0,3.0,0.0,8.0,111.0,Payment processing,2021-08-18,Good,fast resolution...
485,14367,1.0,1697.0,4.0,0.0,4.0,78.0,Item do not show,2021-08-12,Good,pleasant game
486,13096,1.0,1412.0,2.0,0.0,2.0,116.0,,2021-06-17,Good,Resolución eficiente ...
488,11989,0.0,1412.0,2.0,0.0,6.0,703.0,Payment processing,2021-06-26,Bad,slow resolution
491,12406,1.0,1892.0,2.0,0.0,7.0,121.0,Item do not show,,Good,fantastic agents communication
492,14092,1.0,1363.0,5.0,0.0,6.0,11.0,Item do not show,2021-07-03,Good,
494,12179,1.0,1947.0,2.0,0.0,11.0,274.0,Cheating,2021-06-30,Good,fast resolution
496,13521,1.0,1341.0,3.0,0.0,9.0,,Wrong password,2021-07-29,Good,¡increíble! Comunicación de agentes
497,13731,0.0,1438.0,4.0,0.0,6.0,262.0,Compromited account,2021-07-13,Good,Communication de l'agent précis
498,15370,0.0,1921.0,2.0,0.0,6.0,254.0,Cheating,2021-07-12,Good,Le comportement de l'agent clair
500,11570,1.0,1899.0,2.0,0.0,21.0,636.0,Wrong password,2021-05-27,Bad,disappointing service
501,11220,1.0,1857.0,2.0,0.0,5.0,195.0,Payment processing,,Good,satisfactory delivery
502,15230,1.0,2019.0,1.0,1.0,6.0,204.0,Payment processing,2021-07-01,Good,Communication des agents incroyables
503,12407,1.0,1692.0,2.0,0.0,4.0,11.0,Payment processing,2021-08-13,Good,¡Producto eficiente!
504,13497,1.0,1892.0,2.0,0.0,7.0,704.0,Item do not show,2021-07-30,Bad,Je n'aime pas les services
505,11079,1.0,1806.0,1.0,1.0,8.0,,,2021-08-15,Good,well done agent
506,13026,1.0,1317.0,2.0,0.0,2.0,171.0,Item do not show,2021-06-13,Good,good player mode
507,14974,1.0,1377.0,2.0,0.0,10.0,305.0,Item do not show,2021-06-28,Good,Livraison incroyable.
509,14430,0.0,1892.0,4.0,0.0,12.0,,Item do not show,2021-06-06,Good,N / A
510,10168,1.0,1781.0,1.0,1.0,5.0,153.0,Wrong password,2021-07-20,Good,processus rapide
511,15496,1.0,1358.0,3.0,0.0,14.0,600.0,Item do not show,2021-06-02,Bad,no confiable ... experiencia
513,13910,0.0,1671.0,2.0,0.0,11.0,227.0,Cheating,2021-07-03,Good,
515,14858,1.0,1412.0,1.0,1.0,5.0,35.0,Payment processing,2021-08-01,Good,quick delivery.
516,13803,1.0,1967.0,2.0,0.0,2.0,210.0,Item do not show,2021-06-21,Good,Comunicación del buen agente
518,11965,1.0,1949.0,3.0,0.0,3.0,71.0,Payment processing,2021-08-07,Good,good website
520,10354,1.0,1480.0,1.0,1.0,11.0,150.0,Wrong password,2021-06-12,Good,efficient product!
521,13337,1.0,1777.0,1.0,1.0,5.0,,Wrong password,2021-06-07,Good,Comunicación del agente preciso
522,10382,0.0,1697.0,1.0,1.0,10.0,672.0,,2021-06-28,Bad,Servicios inútiles!
523,12690,1.0,1248.0,3.0,0.0,4.0,251.0,Item do not show,2021-06-03,Good,"Bravo, le comportement de l'agent"
524,14863,1.0,1317.0,2.0,,3.0,,Wrong password,2021-08-20,Good,servicio eficiente
525,15263,0.0,1813.0,6.0,0.0,,359.0,Compromited account,2021-05-24,Bad,"unclear solution,"
527,15406,1.0,1857.0,2.0,0.0,5.0,218.0,Payment processing,2021-06-13,Good,comportamiento de agente preciso
529,13863,1.0,1671.0,3.0,0.0,15.0,648.0,Item do not show,2021-05-25,Bad,I don't like product
531,12396,1.0,2028.0,2.0,0.0,5.0,184.0,Wrong password,2021-06-23,Good,¡increíble! comunicación del agente
532,14576,1.0,1942.0,6.0,0.0,12.0,61.0,Payment processing,2021-08-12,Good,J'aime le processus
534,13707,1.0,2019.0,3.0,0.0,5.0,193.0,Payment processing,2021-06-04,Good,N / A
536,15236,1.0,1336.0,4.0,0.0,10.0,199.0,Wrong password,2021-07-05,Good,I like service!!!
538,10157,1.0,1412.0,1.0,1.0,14.0,633.0,Wrong password,2021-07-03,Bad,harsh web-site
539,12325,1.0,1697.0,3.0,0.0,5.0,705.0,Wrong password,,Bad,disappointing delivery
541,12493,0.0,1531.0,4.0,0.0,18.0,739.0,Item do not show,2021-06-01,Bad,harsh services!
543,11530,1.0,1340.0,1.0,1.0,4.0,235.0,Payment processing,2021-06-29,Good,amazing! resolution...
546,14244,1.0,1692.0,3.0,0.0,12.0,791.0,Wrong password,2021-08-10,Bad,Entrega de Uselless !!
549,10899,1.0,1400.0,1.0,1.0,16.0,242.0,Wrong password,2021-07-31,Good,wonderful product!
550,10151,1.0,1806.0,1.0,1.0,3.0,132.0,Wrong password,2021-06-01,Good,buena solución
551,12156,1.0,1921.0,5.0,0.0,7.0,385.0,Compromited account,2021-07-29,Bad,expérience irréalisable
552,15294,0.0,1754.0,2.0,0.0,6.0,883.0,Wrong password,2021-07-13,Bad,confusing item
554,12505,1.0,1817.0,2.0,0.0,5.0,90.0,Compromited account,2021-06-07,Good,N / A
555,15627,1.0,1585.0,1.0,1.0,4.0,509.0,Wrong password,2021-05-19,Bad,
556,11056,1.0,1248.0,1.0,1.0,3.0,28.0,Compromited account,2021-08-07,Good,precise agent
557,13967,1.0,1336.0,3.0,0.0,10.0,739.0,Wrong password,2021-07-16,Bad,N / A
558,13365,1.0,1363.0,5.0,0.0,13.0,92.0,Item do not show,2021-05-26,Good,good resolution
559,15053,1.0,1671.0,3.0,,5.0,230.0,Wrong password,2021-05-15,Good,Me gusta la comunicación de los agentes
560,15011,1.0,1671.0,3.0,0.0,,234.0,Payment processing,2021-08-13,Good,Mode du joueur clair
563,11654,1.0,1535.0,3.0,0.0,9.0,148.0,Compromited account,2021-08-05,Good,amazing! agent`s behavior
564,13871,0.0,1777.0,4.0,0.0,3.0,221.0,Item do not show,2021-08-05,Bad,I don't like delivery!!
565,11853,0.0,1438.0,4.0,0.0,,503.0,Cheating,2021-06-13,Bad,La comunicación del agente decepcionante
566,11200,1.0,1996.0,3.0,0.0,14.0,650.0,,2021-07-20,Bad,inefficient delivery.
568,13640,0.0,1427.0,3.0,0.0,26.0,649.0,Cheating,2021-05-13,Bad,Comportement décevant de l'agent
570,14779,1.0,1480.0,1.0,,17.0,794.0,Payment processing,2021-08-19,Bad,poco confiable ... el comportamiento del agente
572,12725,1.0,1710.0,3.0,0.0,6.0,119.0,Wrong password,2021-07-29,Good,livraison eficiente !!
573,14942,1.0,1363.0,6.0,0.0,9.0,,Payment processing,,Good,reliable solution
576,15452,1.0,1759.0,4.0,,9.0,73.0,Wrong password,2021-07-12,Good,juego preciso
577,11904,1.0,1384.0,2.0,0.0,6.0,35.0,Item do not show,2021-07-27,Good,amazing! item
578,14235,1.0,1781.0,3.0,0.0,7.0,291.0,Payment processing,2021-08-09,Good,bel article
579,11178,1.0,1967.0,2.0,0.0,15.0,724.0,Wrong password,2021-08-15,Bad,Mode de carrière déroutant
583,14642,1.0,1571.0,2.0,0.0,2.0,197.0,Wrong password,2021-06-05,Good,quick game
585,10830,1.0,1646.0,2.0,0.0,4.0,225.0,Item do not show,2021-06-29,Good,welldone: process
586,14171,1.0,1648.0,3.0,0.0,,427.0,Item do not show,2021-06-10,Bad,N / A
587,12676,1.0,2028.0,2.0,0.0,11.0,62.0,Payment processing,2021-06-02,Good,étonnante! livraison
589,10782,1.0,1759.0,1.0,1.0,4.0,99.0,Wrong password,2021-07-04,Good,étonnante! résolution
590,10433,1.0,1817.0,2.0,0.0,16.0,,Compromited account,2021-05-23,Bad,I don't like agent
591,13612,1.0,1759.0,1.0,1.0,11.0,145.0,Payment processing,2021-06-06,Good,wonderful service
593,12561,1.0,1359.0,5.0,0.0,19.0,,Wrong password,2021-08-10,Bad,disappointing service
594,14152,1.0,1411.0,1.0,1.0,8.0,37.0,Item do not show,2021-06-25,Good,
596,10813,1.0,1317.0,4.0,0.0,7.0,333.0,Item do not show,2021-05-24,Good,Welldone: comportamiento de los agentes
597,11678,0.0,1535.0,1.0,1.0,7.0,,Cheating,,Good,clear resolution...
599,14976,1.0,2019.0,3.0,0.0,34.0,785.0,Wrong password,,Bad,unsatisfactory player mode
600,13425,1.0,1531.0,1.0,1.0,,684.0,Payment processing,2021-05-11,Bad,slow..... agent`s communication
601,11659,1.0,1857.0,2.0,0.0,6.0,96.0,Item do not show,2021-07-01,Good,well done player mode
602,11126,0.0,1412.0,2.0,0.0,9.0,177.0,Cheating,2021-06-04,Good,fantastic services!
603,14873,1.0,1726.0,2.0,0.0,2.0,,Payment processing,2021-05-20,Good,"Bravo, résolution ..."
604,12854,1.0,1414.0,1.0,1.0,9.0,714.0,Compromited account,2021-07-26,Bad,unreliable product!
606,13999,1.0,1967.0,1.0,1.0,4.0,43.0,Item do not show,2021-06-21,Good,Le comportement de l'agent clair
608,10350,1.0,1535.0,3.0,0.0,8.0,23.0,Item do not show,2021-07-21,Good,"well done, agent`s behavior"
609,13404,0.0,1360.0,2.0,0.0,,240.0,Compromited account,2021-06-11,Good,expérience fiable
610,13681,1.0,1384.0,7.0,0.0,43.0,844.0,Wrong password,2021-06-11,Bad,unpleasant service!!!
612,10435,1.0,1754.0,1.0,1.0,6.0,106.0,Wrong password,2021-07-17,Good,Comunicación eficiente del agente
614,11810,1.0,1384.0,3.0,0.0,4.0,28.0,Wrong password,2021-06-27,Good,amazing agents communication
619,15256,1.0,1754.0,3.0,0.0,13.0,155.0,Wrong password,2021-07-29,Good,nice service!!!
623,12072,1.0,1496.0,1.0,1.0,10.0,86.0,Payment processing,2021-08-02,Good,Mode de carrière incroyable
624,13158,1.0,1477.0,5.0,0.0,12.0,415.0,Compromited account,2021-06-07,Good,i like agent's communication
625,15208,1.0,1947.0,1.0,1.0,22.0,613.0,,2021-07-14,Bad,I do not like agents behavior
626,13938,1.0,1568.0,3.0,0.0,7.0,,Item do not show,2021-07-31,Good,"well done solution,"
628,13023,1.0,1817.0,3.0,0.0,4.0,262.0,Item do not show,2021-08-04,Good,nice agents behavior
629,13373,1.0,1666.0,1.0,1.0,3.0,227.0,Item do not show,,Good,quick service
632,11867,1.0,1390.0,2.0,0.0,4.0,188.0,Payment processing,2021-07-30,Good,nice services!
634,12685,1.0,1503.0,6.0,0.0,6.0,150.0,,2021-08-02,Good,Me gusta el comportamiento del agente
635,12941,0.0,1819.0,3.0,0.0,12.0,334.0,Cheating,2021-07-27,Good,nice agent
639,10186,0.0,1770.0,3.0,0.0,6.0,74.0,Cheating,2021-07-11,Good,fantastic agent`s behavior
640,13152,1.0,1921.0,2.0,0.0,12.0,93.0,Item do not show,2021-08-18,Good,Communication des agents fantastiques
643,10315,1.0,1412.0,5.0,0.0,6.0,123.0,Payment processing,2021-08-02,Good,eficient service
644,15303,1.0,1317.0,1.0,1.0,2.0,86.0,Payment processing,2021-06-25,Good,i like experience
645,13754,1.0,1666.0,3.0,0.0,5.0,212.0,Payment processing,2021-06-20,Good,Beau comportement d'agents
647,11602,1.0,1532.0,1.0,1.0,6.0,509.0,Item do not show,,Bad,unclear services
648,12573,1.0,1340.0,3.0,0.0,5.0,200.0,Payment processing,2021-07-04,Good,nicee item
649,14507,1.0,1812.0,1.0,1.0,9.0,173.0,Payment processing,2021-06-27,Good,satisfactory agent's behavior
652,12820,1.0,1359.0,4.0,0.0,14.0,847.0,Wrong password,2021-05-24,Bad,I do not like delivery!!
653,11186,1.0,1781.0,4.0,0.0,4.0,202.0,Wrong password,2021-08-06,Good,amazing delivery
657,15527,1.0,1341.0,1.0,1.0,8.0,75.0,Wrong password,2021-05-13,Good,useful product!
658,13367,1.0,1648.0,2.0,0.0,11.0,232.0,Item do not show,2021-08-07,Good,pleasant player mode
659,14408,1.0,1384.0,5.0,0.0,5.0,334.0,Payment processing,2021-05-26,Good,Produit satisfaisant!
662,13194,0.0,1566.0,3.0,0.0,7.0,148.0,Item do not show,2021-08-10,Good,reliable item
664,12978,1.0,1426.0,2.0,0.0,2.0,148.0,Payment processing,2021-06-17,Good,"well done, agent`s behavior"
665,10869,1.0,1267.0,3.0,0.0,14.0,469.0,Item do not show,2021-07-18,Bad,
667,10246,1.0,2019.0,7.0,0.0,12.0,745.0,Wrong password,2021-07-26,Bad,unrealiable service!!!
669,10261,1.0,2028.0,3.0,0.0,6.0,716.0,Wrong password,2021-06-22,Bad,bad agent`s communication
670,12607,1.0,1817.0,2.0,0.0,22.0,801.0,Wrong password,2021-05-14,Bad,"bad solution,"
671,14738,1.0,1535.0,1.0,1.0,4.0,148.0,Item do not show,2021-07-28,Good,reliable resolution...
672,14039,1.0,1996.0,2.0,0.0,17.0,793.0,Wrong password,2021-06-13,Bad,slow services
673,13722,1.0,1480.0,3.0,0.0,3.0,33.0,Wrong password,2021-06-18,Good,¡Me gustan los servicios!
674,14709,0.0,1967.0,3.0,0.0,8.0,183.0,Cheating,2021-07-17,Good,
677,14963,1.0,1671.0,3.0,0.0,20.0,562.0,Payment processing,2021-07-09,Bad,inefficient delivery!!
678,12392,1.0,1519.0,3.0,0.0,,134.0,Payment processing,2021-08-01,Good,nice game
679,13904,1.0,1947.0,1.0,1.0,6.0,477.0,Wrong password,2021-08-13,Bad,Je n'aime pas le jeu
685,15258,1.0,1336.0,4.0,0.0,10.0,268.0,Wrong password,2021-05-20,Good,service clair
686,11309,0.0,1583.0,2.0,0.0,17.0,527.0,Compromited account,,Bad,processus désagréable
687,10342,1.0,1473.0,2.0,0.0,11.0,,Cheating,2021-07-05,Bad,I don't like product
688,12635,0.0,1535.0,2.0,0.0,5.0,918.0,Cheating,2021-07-24,Bad,Mauvais produit!
689,10253,1.0,1710.0,3.0,0.0,5.0,278.0,Item do not show,2021-06-22,Good,clear resolution
690,13200,1.0,1477.0,2.0,0.0,13.0,692.0,Payment processing,2021-05-31,Bad,confusing product
691,15504,1.0,1656.0,2.0,0.0,16.0,604.0,Payment processing,2021-08-08,Bad,I do not like resolution
692,11460,1.0,1585.0,3.0,0.0,5.0,53.0,Payment processing,2021-05-31,Good,article précis
693,13473,1.0,1566.0,2.0,0.0,27.0,561.0,Wrong password,2021-08-12,Bad,unreliable web-site
694,12720,0.0,2003.0,3.0,0.0,10.0,535.0,Wrong password,2021-06-30,Bad,unreliable... service
695,11155,1.0,1996.0,7.0,0.0,21.0,740.0,Wrong password,2021-08-20,Bad,inefficient agent`s communication
696,14464,1.0,1287.0,3.0,0.0,3.0,262.0,,2021-06-14,Good,efficient services
697,12957,1.0,1949.0,3.0,0.0,4.0,841.0,Wrong password,2021-08-12,Bad,I dont like delivery!!
698,13000,1.0,1583.0,2.0,,23.0,603.0,Wrong password,2021-06-08,Bad,¡Servicios lentos!
699,11074,1.0,1819.0,2.0,0.0,11.0,710.0,Item do not show,2021-07-12,Bad,I don't like delivery!!
701,12026,1.0,1949.0,1.0,1.0,5.0,,Payment processing,2021-06-27,Good,precise agent`s behavior
702,11836,1.0,1267.0,3.0,0.0,17.0,124.0,Payment processing,2021-06-06,Good,experiencia maravillosa
704,12687,1.0,1360.0,2.0,0.0,3.0,612.0,Item do not show,,Bad,unreliable agent`s behavior
705,15130,1.0,1929.0,4.0,0.0,26.0,932.0,Item do not show,2021-07-07,Bad,unrealiable solution
706,13003,1.0,1688.0,2.0,0.0,3.0,,Item do not show,2021-07-06,Good,satisfactory services
707,15287,0.0,1411.0,1.0,1.0,10.0,813.0,Compromited account,2021-06-24,Bad,agente malo
708,10259,1.0,1319.0,5.0,0.0,8.0,155.0,Payment processing,2021-05-25,Good,satisfactory player mode
709,10282,1.0,1942.0,2.0,0.0,,740.0,Payment processing,2021-08-18,Bad,I don't like process
710,13642,1.0,1566.0,2.0,0.0,,,Item do not show,2021-06-21,Bad,bad delivery
711,12775,1.0,1426.0,2.0,0.0,3.0,127.0,Item do not show,2021-08-18,Good,welldone: game
712,10482,0.0,1535.0,1.0,1.0,18.0,837.0,Cheating,2021-07-19,Bad,modo de carrera uselless
