,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment,agent_startingdate,agent_country,agent_education,agent_daysonrole
186,12268,1.0,1719.0,3.0,0.0,6.0,135.0,Wrong password,2021-06-04,Good,Me gusta el comportamiento de los agentes,2016-08-03,Argentina,Other,1766.0
187,14456,0.0,1340.0,1.0,1.0,8.0,89.0,Item do not show,2021-08-11,Bad,artículo poco confiable,2018-01-13,Spain,Language & Literature,1306.0
188,13247,1.0,1568.0,5.0,0.0,8.0,1186.0,Payment processing,2021-06-08,Bad,horrible expérience,2018-06-18,Honduras,Other,1086.0
189,15288,1.0,1663.0,3.0,0.0,9.0,263.0,Wrong password,2021-07-17,Good,nice agent`s behavior,2020-05-20,United States,Engineering,423.0
190,12284,1.0,1341.0,2.0,0.0,32.0,890.0,Payment processing,,Bad,I don't like experience,2016-03-16,Honduras,Other,
191,11326,0.0,1531.0,2.0,0.0,7.0,305.0,Wrong password,2021-05-18,Good,fantástico sitio web,2014-02-10,Serbia,Economics,2654.0
192,11741,1.0,1350.0,4.0,0.0,9.0,583.0,Wrong password,,Bad,experiencia confusa,2020-11-09,Hungary,Language & Literature,
193,11400,0.0,1438.0,2.0,0.0,4.0,134.0,Compromited account,,Good,Communication de l'agent incroyable,2020-05-30,Honduras,Other,
194,11936,1.0,1671.0,2.0,0.0,7.0,187.0,,2021-08-19,Good,eficient agents communication,2016-12-10,Hungary,IT,1713.0
195,11748,0.0,1936.0,1.0,,16.0,638.0,Compromited account,2021-06-20,Bad,Entrega insatisfactoria !!,2018-07-09,Honduras,Engineering,1077.0
196,14038,1.0,1340.0,2.0,0.0,2.0,98.0,Payment processing,2021-07-05,Good,amazing delivery!!,2018-01-13,Spain,Language & Literature,1269.0
197,13745,1.0,1967.0,2.0,0.0,6.0,302.0,Wrong password,2021-05-28,Good,amazing experience,2018-01-14,Hungary,Humanities,1230.0
198,14549,1.0,1340.0,2.0,0.0,10.0,67.0,Wrong password,2021-06-03,Good,maravillosa solución,2018-01-13,Spain,Language & Literature,1237.0
199,11414,1.0,1360.0,4.0,0.0,18.0,824.0,Item do not show,2021-05-16,Bad,slow..... agent's communication,2017-12-26,Argentina,Law,1237.0
200,10549,1.0,1477.0,2.0,0.0,17.0,109.0,Payment processing,2021-08-02,Good,"Bien hecho, producto!",2014-05-21,Turkey,Humanities,2630.0
201,13955,1.0,1340.0,2.0,0.0,3.0,228.0,Payment processing,2021-05-13,Good,expérience fantastique,2018-01-13,Spain,Language & Literature,1216.0
202,11184,0.0,1426.0,5.0,0.0,3.0,747.0,Item do not show,2021-08-09,Bad,N / A,2015-03-05,Hungary,Engineering,2349.0
203,10910,1.0,1384.0,1.0,1.0,7.0,74.0,Payment processing,2021-07-27,Good,comportement d'agent satisfaisant,2018-06-10,United States,Humanities,1143.0
204,10739,1.0,1892.0,4.0,0.0,6.0,131.0,,2021-07-14,Bad,Je n'aime pas la communication des agents,2015-09-27,Hungary,Humanities,2117.0
205,10927,1.0,1985.0,2.0,0.0,2.0,,Payment processing,2021-06-10,Good,welldone: solution,2016-11-21,Argentina,Humanities,1662.0
206,11825,0.0,1568.0,3.0,0.0,5.0,277.0,Wrong password,2021-07-14,Good,livraison satisfaisante,2018-06-18,Honduras,Other,1122.0
207,13669,1.0,1412.0,2.0,,11.0,254.0,Wrong password,2021-07-04,Good,entrega satisfactoria,2019-10-08,Brazil,Law,635.0
208,13549,1.0,1813.0,4.0,0.0,5.0,293.0,Item do not show,2021-05-29,Good,"solución útil,",2018-01-27,Honduras,Humanities,1218.0
209,12682,1.0,1580.0,4.0,0.0,11.0,210.0,Payment processing,2021-05-11,Good,amazing! player mode,2020-03-05,Turkey,Engineering,432.0
210,11069,1.0,1360.0,2.0,0.0,10.0,,Payment processing,2021-05-26,Good,amazing! agents communication,2017-12-26,Argentina,Law,1247.0
211,11363,1.0,1341.0,3.0,0.0,8.0,1135.0,Payment processing,2021-06-07,Bad,inefficient service,2016-03-16,Honduras,Other,1909.0
212,14233,1.0,1571.0,3.0,0.0,14.0,916.0,Wrong password,2021-06-21,Bad,unreliable... service,2014-12-16,Turkey,Language & Literature,2379.0
213,10277,1.0,1340.0,1.0,1.0,13.0,832.0,Item do not show,,Bad,"unreliable... solution,",2018-01-13,Spain,Language & Literature,
214,15172,1.0,1319.0,4.0,,20.0,518.0,Payment processing,2021-08-06,Bad,poco confiable ... comportamiento del agente,2014-04-12,Honduras,Engineering,2673.0
215,12601,1.0,1967.0,3.0,0.0,8.0,251.0,,2021-07-27,Good,precise product,2018-01-14,Hungary,Humanities,1290.0
216,10164,0.0,1929.0,2.0,,,343.0,Cheating,2021-08-11,Bad,No me gusta la entrega,2020-08-12,Serbia,Other,364.0
217,13288,1.0,1697.0,3.0,0.0,4.0,679.0,Wrong password,2021-06-29,Bad,I dont like service!!!,2019-07-09,Argentina,Design,721.0
218,12447,0.0,1585.0,3.0,0.0,4.0,665.0,Cheating,2021-08-03,Bad,confusing process,2014-01-19,Turkey,Language & Literature,2753.0
219,15456,0.0,1363.0,3.0,0.0,8.0,,Cheating,2021-05-17,Good,"well done, agent`s communication",2019-02-02,Portugal,Law,835.0
220,10377,0.0,1754.0,2.0,0.0,5.0,852.0,Compromited account,2021-05-12,Bad,¡Producto poco claro!,2018-12-08,Turkey,Humanities,886.0
221,15155,1.0,1548.0,2.0,0.0,12.0,443.0,Wrong password,2021-08-02,Bad,sitio web poco confiable,2020-10-03,Honduras,Law,303.0
222,14823,1.0,1746.0,1.0,1.0,5.0,350.0,Wrong password,2021-06-07,Bad,N / A,2014-11-07,Honduras,Engineering,2404.0
223,11952,1.0,1985.0,5.0,0.0,5.0,12.0,Payment processing,2021-08-13,Good,fast player mode,2016-11-21,Argentina,Humanities,1726.0
224,12946,1.0,1817.0,2.0,0.0,7.0,212.0,Cheating,2021-05-24,Good,pleasant agent`s communication,2019-05-08,Argentina,Other,747.0
225,11934,1.0,1781.0,2.0,0.0,8.0,186.0,Compromited account,2021-07-01,Good,Comportamiento del agente fantástico,2019-04-14,United States,Language & Literature,809.0
226,11525,1.0,1477.0,2.0,0.0,2.0,39.0,Item do not show,2021-07-12,Good,N / A,2014-05-21,Turkey,Humanities,2609.0
227,12143,1.0,1503.0,5.0,0.0,3.0,173.0,Item do not show,2021-05-21,Good,wonderful services!,2018-09-20,Brazil,IT,974.0
228,12794,1.0,1746.0,2.0,0.0,11.0,981.0,Wrong password,2021-06-06,Bad,I do not like agent`s behavior,2014-11-07,Honduras,Engineering,2403.0
229,13326,1.0,1726.0,2.0,0.0,7.0,217.0,Payment processing,,Good,fantastic career mode,2015-01-31,United States,Humanities,
230,11835,1.0,1341.0,5.0,,15.0,85.0,Payment processing,2021-07-16,Good,¡Servicios rápidos!,2016-03-16,Honduras,Other,1948.0
231,12680,1.0,1806.0,1.0,1.0,5.0,175.0,Wrong password,2021-06-09,Good,amazing! delivery,2020-01-23,Turkey,Language & Literature,503.0
232,11223,0.0,1267.0,1.0,1.0,11.0,581.0,Cheating,2021-06-27,Bad,servicios insatisfactorios,2014-05-11,Brazil,Humanities,2604.0
233,14170,1.0,1967.0,3.0,0.0,5.0,149.0,Wrong password,2021-08-13,Good,Borrar sitio web,2018-01-14,Hungary,Humanities,1307.0
234,12647,0.0,2019.0,5.0,0.0,10.0,503.0,Item do not show,2021-07-23,Bad,unreliable agent's communication,2020-05-05,Brazil,Humanities,444.0
235,13513,1.0,1435.0,2.0,0.0,3.0,541.0,Item do not show,2021-08-03,Bad,"slow..... solution,",2015-08-24,Serbia,Engineering,2171.0
236,13994,1.0,1532.0,1.0,1.0,7.0,194.0,Payment processing,2021-08-03,Good,"Bravo, le comportement de l'agent",2017-03-16,Turkey,Language & Literature,1601.0
237,11639,1.0,1319.0,2.0,0.0,12.0,775.0,Item do not show,2021-06-25,Bad,useless agent's communication,2014-04-12,Honduras,Engineering,2631.0
238,12022,1.0,1435.0,4.0,0.0,10.0,184.0,Wrong password,2021-08-16,Good,reliable experience,2015-08-24,Serbia,Engineering,2184.0
239,15270,0.0,1341.0,1.0,1.0,,46.0,Cheating,2021-07-31,Good,produit étonnant,2016-03-16,Honduras,Other,1963.0
240,15168,1.0,1710.0,2.0,0.0,11.0,286.0,Payment processing,2021-05-14,Good,reliable agents behavior,2019-05-10,Netherlands,Other,735.0
241,12341,1.0,1566.0,3.0,0.0,,82.0,Payment processing,2021-08-18,Good,Maravillosa entrega.,2014-06-15,Brazil,Engineering,2621.0
242,10765,1.0,1350.0,3.0,0.0,6.0,449.0,Payment processing,2021-08-15,Good,welldone: experience,2020-11-09,Hungary,Language & Literature,279.0
243,15548,1.0,1473.0,3.0,0.0,7.0,523.0,Item do not show,2021-08-12,Bad,unpleasant service,2015-09-05,Netherlands,Engineering,2168.0
244,14845,1.0,1548.0,1.0,1.0,8.0,48.0,Wrong password,2021-08-15,Good,pleasant delivery!!,2020-10-03,Honduras,Law,316.0
245,12454,1.0,1837.0,2.0,0.0,3.0,46.0,Payment processing,2021-05-16,Good,reliable experience,2015-06-02,Spain,Language & Literature,2175.0
246,12160,1.0,1770.0,3.0,0.0,,1066.0,Wrong password,2021-05-17,Bad,unreliable delivery!!,2020-07-16,Hungary,Language & Literature,305.0
247,11583,1.0,1899.0,3.0,0.0,9.0,732.0,Payment processing,2021-06-27,Bad,unreliable agent's behavior,2016-09-10,Honduras,Arts,1751.0
248,11100,1.0,1671.0,1.0,1.0,15.0,530.0,Item do not show,2021-07-06,Bad,unsatisfactory service!!!,2016-12-10,Hungary,IT,1669.0
249,10368,1.0,1377.0,1.0,1.0,12.0,,Wrong password,2021-07-17,Bad,unsatisfactory agent`s communication,2015-06-18,Hungary,Engineering,2221.0
250,10881,1.0,1646.0,3.0,0.0,5.0,205.0,Item do not show,2021-08-11,Good,amazing! career mode,2017-06-14,Serbia,Language & Literature,1519.0
251,14734,0.0,1473.0,2.0,0.0,10.0,540.0,Cheating,2021-08-07,Bad,unreliable agent's communication,2015-09-05,Netherlands,Engineering,2163.0
252,14237,1.0,1746.0,3.0,0.0,,75.0,,2021-06-02,Good,fast resolution...,2014-11-07,Honduras,Engineering,2399.0
253,15330,1.0,1411.0,1.0,1.0,9.0,356.0,,2021-06-21,Bad,sitio web ineficiente,2016-12-29,Hungary,Economics,1635.0
254,13179,0.0,1337.0,3.0,0.0,17.0,895.0,Cheating,2021-05-16,Bad,lento ... agente,2014-02-09,Turkey,Law,2653.0
255,12344,0.0,1566.0,1.0,1.0,6.0,530.0,Wrong password,2021-06-07,Bad,Comunicación del agente decepcionante,2014-06-15,Brazil,Engineering,2549.0
256,14528,0.0,1566.0,4.0,0.0,4.0,558.0,Cheating,2021-07-06,Bad,Solución de uselless,2014-06-15,Brazil,Engineering,2578.0
257,12728,1.0,1548.0,1.0,1.0,9.0,144.0,,2021-07-25,Good,welldone: agents communication,2020-10-03,Honduras,Law,295.0
258,11609,0.0,1522.0,3.0,0.0,5.0,,Compromited account,2021-07-19,Good,welldone: services,2016-01-22,Brazil,Other,2005.0
259,10962,1.0,1806.0,1.0,1.0,4.0,,Payment processing,2021-06-22,Good,amazing! agents behavior,2020-01-23,Turkey,Language & Literature,516.0
260,12569,1.0,1688.0,2.0,0.0,,260.0,Item do not show,2021-08-11,Good,services précis,2016-05-15,Netherlands,Humanities,1914.0
261,14795,1.0,1566.0,3.0,0.0,6.0,873.0,Payment processing,2021-06-17,Bad,uselless career mode,2014-06-15,Brazil,Engineering,2559.0
262,15334,1.0,1267.0,3.0,0.0,18.0,,Wrong password,2021-07-06,Bad,No me gusta la resolución ...,2014-05-11,Brazil,Humanities,2613.0
263,15359,1.0,1648.0,2.0,,13.0,142.0,Wrong password,2021-06-12,Good,¡Producto preciso!,2014-10-13,Turkey,Arts,2434.0
264,15387,1.0,1455.0,4.0,0.0,6.0,234.0,Wrong password,2021-05-19,Good,welldone: delivery!!,2020-02-20,Spain,Humanities,454.0
265,15459,1.0,1837.0,2.0,0.0,5.0,285.0,Payment processing,2021-06-30,Good,i like resolution,2015-06-02,Spain,Language & Literature,2220.0
266,11455,1.0,1400.0,3.0,0.0,14.0,77.0,Item do not show,2021-06-02,Good,resolución agradable,2019-10-07,Argentina,IT,604.0
267,14649,1.0,1477.0,1.0,1.0,11.0,731.0,Wrong password,2021-05-11,Bad,Je n'aime pas la résolution ...,2014-05-21,Turkey,Humanities,2547.0
268,13675,1.0,1480.0,2.0,0.0,4.0,51.0,,2021-07-25,Good,jeu efficace,2015-09-18,Hungary,Humanities,2137.0
269,13617,1.0,1949.0,2.0,0.0,12.0,706.0,Payment processing,2021-06-20,Bad,awful services,2017-01-22,Argentina,Humanities,1610.0
270,15115,1.0,1522.0,3.0,,4.0,114.0,Payment processing,2021-07-09,Good,Gran comunicación del agente,2016-01-22,Brazil,Other,1995.0
271,13465,1.0,1746.0,3.0,0.0,20.0,753.0,Item do not show,2021-07-26,Bad,unreliable item,2014-11-07,Honduras,Engineering,2453.0
272,14680,1.0,1812.0,2.0,0.0,8.0,551.0,Item do not show,2021-05-19,Bad,useless delivery,2019-07-18,Serbia,Other,671.0
273,12464,1.0,1473.0,2.0,,10.0,292.0,Payment processing,2021-05-12,Good,Buena entrega !!,2015-09-05,Netherlands,Engineering,2076.0
274,15349,1.0,1503.0,2.0,0.0,14.0,,Wrong password,2021-05-21,Bad,producto duro,2018-09-20,Brazil,IT,974.0
275,15045,1.0,1967.0,1.0,1.0,25.0,559.0,Wrong password,2021-08-02,Bad,Comportement des agents usulless,2018-01-14,Hungary,Humanities,1296.0
276,10300,1.0,1671.0,1.0,1.0,8.0,72.0,Payment processing,2021-05-24,Good,reliable resolution...,2016-12-10,Hungary,IT,1626.0
277,10707,1.0,1571.0,1.0,1.0,7.0,130.0,Item do not show,2021-08-07,Good,maravillosa resolución ...,2014-12-16,Turkey,Language & Literature,2426.0
278,14693,1.0,1585.0,6.0,0.0,2.0,141.0,Wrong password,2021-07-15,Good,welldone: resolution...,2014-01-19,Turkey,Language & Literature,2734.0
279,10245,1.0,1648.0,4.0,0.0,3.0,475.0,Payment processing,2021-05-27,Bad,Comunicación de agentes poco confiables,2014-10-13,Turkey,Arts,2418.0
280,15410,1.0,1936.0,3.0,0.0,7.0,95.0,Compromited account,2021-07-12,Good,satisfactory delivery,2018-07-09,Honduras,Engineering,1099.0
281,10759,1.0,1477.0,4.0,0.0,9.0,1025.0,,2021-07-08,Bad,services inutiles,2014-05-21,Turkey,Humanities,2605.0
282,11465,0.0,1532.0,3.0,0.0,12.0,799.0,Compromited account,2021-06-09,Bad,unrealiable agents behavior,2017-03-16,Turkey,Language & Literature,1546.0
283,10996,0.0,1426.0,3.0,0.0,16.0,705.0,Cheating,2021-08-15,Bad,Communication des agents irréalisables,2015-03-05,Hungary,Engineering,2355.0
284,12521,1.0,1770.0,2.0,0.0,8.0,1025.0,Wrong password,2021-05-15,Bad,unrealiable service,2020-07-16,Hungary,Language & Literature,303.0
285,15425,0.0,1926.0,3.0,0.0,14.0,202.0,Compromited account,2021-07-28,Bad,unclear game,2016-04-07,Hungary,Arts,1938.0
286,11995,1.0,1929.0,5.0,,7.0,134.0,Wrong password,2021-08-02,Good,¡¡¡gran servicio!!!,2020-08-12,Serbia,Other,355.0
287,12997,1.0,1985.0,2.0,0.0,4.0,324.0,Wrong password,2021-06-25,Good,reliable delivery,2016-11-21,Argentina,Humanities,1677.0
288,15403,1.0,2003.0,8.0,0.0,26.0,758.0,Payment processing,2021-05-18,Bad,harsh agents behavior,2019-02-01,Hungary,Other,837.0
289,13148,1.0,1646.0,2.0,0.0,4.0,157.0,Payment processing,2021-05-17,Good,great agents communication,2017-06-14,Serbia,Language & Literature,1433.0
290,12793,0.0,1892.0,3.0,0.0,26.0,963.0,Item do not show,2021-08-13,Bad,slow product!,2015-09-27,Hungary,Humanities,2147.0
291,11523,1.0,1710.0,4.0,0.0,31.0,498.0,Item do not show,2021-06-02,Bad,bad delivery!!,2019-05-10,Netherlands,Other,754.0
292,14696,1.0,1435.0,2.0,0.0,7.0,205.0,Item do not show,2021-06-18,Good,welldone: delivery.,2015-08-24,Serbia,Engineering,2125.0
293,10383,1.0,1480.0,3.0,0.0,12.0,634.0,Payment processing,2021-06-19,Bad,I do not like agent`s behavior,2015-09-18,Hungary,Humanities,2101.0
294,14166,1.0,1806.0,2.0,0.0,17.0,689.0,,2021-06-12,Bad,useless resolution,2020-01-23,Turkey,Language & Literature,506.0
295,13888,1.0,1535.0,5.0,0.0,15.0,335.0,Wrong password,2021-07-18,Bad,harsh product!,2019-04-28,Spain,Law,812.0
296,15524,1.0,1857.0,6.0,0.0,17.0,452.0,Item do not show,2021-07-19,Bad,unsatisfactory services!,2014-05-07,Hungary,Design,2630.0
297,12239,1.0,1656.0,4.0,,13.0,247.0,Payment processing,2021-07-10,Good,N / A,2018-08-31,Serbia,Engineering,1044.0
298,15650,1.0,1580.0,1.0,1.0,13.0,269.0,Wrong password,2021-07-16,Good,I like service!!!,2020-03-05,Turkey,Engineering,498.0
299,12196,1.0,1857.0,4.0,,8.0,146.0,Item do not show,2021-08-16,Good,"Gran solución,",2014-05-07,Hungary,Design,2658.0
300,13458,1.0,1248.0,3.0,0.0,2.0,195.0,,,Good,precise service!!!,2016-07-22,United States,Engineering,
301,10207,0.0,1929.0,2.0,0.0,2.0,186.0,Compromited account,2021-06-05,Good,fast agent's communication,2020-08-12,Serbia,Other,297.0
302,12498,0.0,1473.0,3.0,0.0,,792.0,Compromited account,2021-05-25,Bad,harsh delivery.,2015-09-05,Netherlands,Engineering,2089.0
303,13763,1.0,1746.0,4.0,0.0,7.0,857.0,Wrong password,2021-05-29,Bad,useless experience,2014-11-07,Honduras,Engineering,2395.0
304,14412,1.0,1535.0,1.0,1.0,3.0,143.0,Payment processing,2021-07-30,Good,"well done, delivery!!",2019-04-28,Spain,Law,824.0
305,11582,1.0,1857.0,4.0,0.0,8.0,45.0,Wrong password,2021-08-05,Good,Mode de carrière merveilleux,2014-05-07,Hungary,Design,2647.0
306,13979,1.0,1746.0,4.0,0.0,12.0,156.0,,2021-06-21,Good,well done delivery.,2014-11-07,Honduras,Engineering,2418.0
307,14678,1.0,1781.0,3.0,0.0,5.0,18.0,Payment processing,2021-08-17,Good,mode de lecteur nice,2019-04-14,United States,Language & Literature,856.0
308,12749,1.0,1746.0,2.0,0.0,15.0,491.0,Payment processing,2021-08-14,Bad,useless agent's behavior,2014-11-07,Honduras,Engineering,2472.0
309,15160,1.0,1519.0,3.0,0.0,6.0,236.0,Wrong password,2021-07-29,Good,"well done, delivery.",2018-08-29,Serbia,Other,1065.0
310,11598,1.0,1337.0,1.0,1.0,,676.0,Payment processing,2021-08-15,Bad,N / A,2014-02-09,Turkey,Law,2744.0
311,11399,1.0,1949.0,2.0,0.0,2.0,259.0,Item do not show,2021-08-06,Good,"well done, career mode",2017-01-22,Argentina,Humanities,1657.0
312,13029,1.0,1400.0,3.0,0.0,2.0,190.0,Payment processing,2021-07-23,Good,satisfactory services,2019-10-07,Argentina,IT,655.0
313,11372,1.0,1892.0,3.0,0.0,18.0,990.0,Wrong password,2021-06-09,Bad,unpleasant agents behavior,2015-09-27,Hungary,Humanities,2082.0
314,11218,1.0,1926.0,4.0,0.0,22.0,,Cheating,2021-08-10,Bad,harsh agent's communication,2016-04-07,Hungary,Arts,1951.0
315,10967,1.0,1947.0,1.0,1.0,5.0,39.0,Wrong password,2021-06-08,Good,J'aime le service !!!,2017-07-27,Honduras,Law,1412.0
316,11634,1.0,1585.0,7.0,0.0,7.0,829.0,Compromited account,2021-07-12,Bad,modo de reproductor lento,2014-01-19,Turkey,Language & Literature,2731.0
317,11381,1.0,1363.0,5.0,0.0,7.0,71.0,,2021-06-01,Good,"well done, item",2019-02-02,Portugal,Law,850.0
318,12772,1.0,1496.0,2.0,0.0,7.0,140.0,Item do not show,2021-07-23,Good,"solution fantastique,",2018-06-23,United States,Humanities,1126.0
319,13746,1.0,2019.0,2.0,0.0,4.0,209.0,Item do not show,2021-05-19,Good,"reliable solution,",2020-05-05,Brazil,Humanities,379.0
320,15351,1.0,1359.0,2.0,0.0,8.0,62.0,Payment processing,2021-08-17,Good,efficient agents communication,2015-09-05,Serbia,Other,2173.0
321,13718,1.0,1770.0,3.0,0.0,8.0,104.0,Wrong password,2021-07-31,Good,eficient delivery.,2020-07-16,Hungary,Language & Literature,380.0
322,13363,1.0,1695.0,2.0,0.0,5.0,878.0,Payment processing,2021-07-13,Bad,unreliable... delivery!!,2014-09-20,Serbia,Engineering,2488.0
323,10589,1.0,1819.0,3.0,0.0,8.0,706.0,Item do not show,2021-08-06,Bad,harsh agent,2017-10-27,Spain,Economics,1379.0
324,11667,1.0,2003.0,3.0,0.0,,32.0,Item do not show,2021-06-26,Good,wonderful agent's behavior,2019-02-01,Hungary,Other,876.0
325,13556,1.0,1336.0,3.0,0.0,3.0,277.0,Wrong password,,Good,reliable product!,2020-10-10,Serbia,Other,
326,10254,1.0,1480.0,2.0,0.0,3.0,261.0,Item do not show,2021-07-29,Good,great agent`s behavior,2015-09-18,Hungary,Humanities,2141.0
327,12652,1.0,1412.0,5.0,0.0,6.0,745.0,Item do not show,2021-05-20,Bad,unsatisfactory solution,2019-10-08,Brazil,Law,590.0
328,14525,1.0,1503.0,3.0,0.0,2.0,260.0,Payment processing,2021-08-08,Good,entrega confiable.,2018-09-20,Brazil,IT,1053.0
329,14587,1.0,1770.0,2.0,0.0,6.0,673.0,Payment processing,2021-08-19,Bad,I do not like delivery,2020-07-16,Hungary,Language & Literature,399.0
330,11999,1.0,1340.0,4.0,0.0,2.0,51.0,Wrong password,2021-05-29,Good,eficient agent`s behavior,2018-01-13,Spain,Language & Literature,1232.0
331,15503,1.0,1414.0,3.0,0.0,5.0,152.0,Payment processing,2021-06-23,Good,quick product,2019-07-10,Brazil,Language & Literature,714.0
332,12572,1.0,1692.0,2.0,0.0,8.0,688.0,Wrong password,2021-06-06,Bad,unpleasant services,2014-10-06,Netherlands,Language & Literature,2435.0
333,10494,1.0,1496.0,2.0,0.0,2.0,772.0,Payment processing,2021-07-30,Bad,jeu irréalisable,2018-06-23,United States,Humanities,1133.0
334,15389,0.0,1414.0,3.0,0.0,17.0,546.0,Wrong password,2021-07-21,Bad,Je n'aime pas le jeu,2019-07-10,Brazil,Language & Literature,742.0
335,11044,0.0,1411.0,2.0,0.0,12.0,125.0,Cheating,2021-05-14,Good,Welldone: Résolution,2016-12-29,Hungary,Economics,1597.0
336,13889,1.0,1319.0,2.0,0.0,8.0,580.0,Wrong password,2021-08-15,Bad,résolution lente,2014-04-12,Honduras,Engineering,2682.0
337,11148,0.0,1377.0,3.0,,5.0,102.0,Compromited account,2021-07-31,Good,Me gusta el artículo,2015-06-18,Hungary,Engineering,2235.0
338,11764,1.0,1781.0,2.0,0.0,2.0,299.0,Item do not show,2021-07-29,Good,clear item,2019-04-14,United States,Language & Literature,837.0
339,14325,1.0,1936.0,3.0,0.0,5.0,105.0,Item do not show,2021-05-16,Good,quick agent,2018-07-09,Honduras,Engineering,1042.0
340,10671,1.0,1531.0,1.0,1.0,4.0,,Payment processing,2021-07-20,Good,well done career mode,2014-02-10,Serbia,Economics,2717.0
341,15609,1.0,1921.0,1.0,1.0,3.0,24.0,Payment processing,2021-05-12,Good,nice product,2015-04-10,Brazil,Humanities,2224.0
342,13728,0.0,1806.0,4.0,0.0,7.0,224.0,Payment processing,2021-06-06,Good,expérience précise,2020-01-23,Turkey,Language & Literature,500.0
343,12358,1.0,1837.0,3.0,0.0,8.0,111.0,Payment processing,2021-08-18,Good,fast resolution...,2015-06-02,Spain,Language & Literature,2269.0
344,14367,1.0,1697.0,4.0,0.0,4.0,78.0,Item do not show,2021-08-12,Good,pleasant game,2019-07-09,Argentina,Design,765.0
345,13096,1.0,1412.0,2.0,0.0,2.0,116.0,,2021-06-17,Good,Resolución eficiente ...,2019-10-08,Brazil,Law,618.0
346,11989,0.0,1412.0,2.0,0.0,6.0,703.0,Payment processing,2021-06-26,Bad,slow resolution,2019-10-08,Brazil,Law,627.0
347,12406,1.0,1892.0,2.0,0.0,7.0,121.0,Item do not show,,Good,fantastic agents communication,2015-09-27,Hungary,Humanities,
348,14092,1.0,1363.0,5.0,0.0,6.0,11.0,Item do not show,2021-07-03,Good,,2019-02-02,Portugal,Law,882.0
349,12179,1.0,1947.0,2.0,0.0,11.0,274.0,Cheating,2021-06-30,Good,fast resolution,2017-07-27,Honduras,Law,1434.0
350,13521,1.0,1341.0,3.0,0.0,9.0,,Wrong password,2021-07-29,Good,¡increíble! Comunicación de agentes,2016-03-16,Honduras,Other,1961.0
