"Ticket_number","Resolution","AgentID","CPC","FirstContactResolution","FullResolutionTime","ReplyTime","Problem","TicketCreationDate","Satisfaction","Comment"
13994,1,1532,1,1,7,194,"Payment processing","2021-08-03","Good","Bravo, le comportement de l'agent"
11639,1,1319,2,0,12,775,"Item do not show","2021-06-25","Bad","useless agent's communication"
12022,1,1435,4,0,10,184,"Wrong password","2021-08-16","Good","reliable experience"
15270,0,1341,1,1,NA,46,"Cheating","2021-07-31","Good","produit étonnant"
14972,NA,1340,NA,0,15,173,"Payment processing","2021-06-05","Offered",NA
15168,1,1710,2,0,11,286,"Payment processing","2021-05-14","Good","reliable agents behavior"
12341,1,1566,3,0,NA,82,"Payment processing","2021-08-18","Good","Maravillosa entrega."
10765,1,1350,3,0,6,449,"Payment processing","2021-08-15","Good","welldone: experience"
15548,1,1473,3,0,7,523,"Item do not show","2021-08-12","Bad","unpleasant service"
14845,1,1548,1,1,8,48,"Wrong password","2021-08-15","Good","pleasant delivery!!"
12454,1,1837,2,0,3,46,"Payment processing","2021-05-16","Good","reliable experience"
15257,NA,1812,NA,0,20,411,"Cheating","2021-05-25","Offered","N / A"
12160,1,1770,3,0,NA,1066,"Wrong password","2021-05-17","Bad","unreliable delivery!!"
11583,1,1899,3,0,9,732,"Payment processing","2021-06-27","Bad","unreliable agent's behavior"
11100,1,1671,1,1,15,530,"Item do not show","2021-07-06","Bad","unsatisfactory service!!!"
10368,1,1377,1,1,12,NA,"Wrong password","2021-07-17","Bad","unsatisfactory agent`s communication"
14980,NA,1656,NA,1,NA,135,"Payment processing","2021-06-04","Offered","N / A"
10881,1,1646,3,0,5,205,"Item do not show","2021-08-11","Good","amazing! career mode"
14734,0,1473,2,0,10,540,"Cheating","2021-08-07","Bad","unreliable agent's communication"
14237,1,1746,3,0,NA,75,NA,"2021-06-02","Good","fast resolution..."
12668,NA,1248,NA,0,10,671,"Item do not show","2021-06-11","Offered",NA
15330,1,1411,1,1,9,356,NA,"2021-06-21","Bad","sitio web ineficiente"
13179,0,1337,3,0,17,895,"Cheating","2021-05-16","Bad","lento ... agente"
12344,0,1566,1,1,6,530,"Wrong password","2021-06-07","Bad","Comunicación del agente decepcionante"
14657,NA,1519,3,0,8,171,"Cheating","2021-05-16","Offered","N / A"
14528,0,1566,4,0,4,558,"Cheating","2021-07-06","Bad","Solución de uselless"
12728,1,1548,1,1,9,144,NA,"2021-07-25","Good","welldone: agents communication"
12668,NA,1503,3,0,11,86,"Payment processing","2021-08-20","Offered",NA
11609,0,1522,3,0,5,NA,"Compromited account","2021-07-19","Good","welldone: services"
10962,1,1806,1,1,4,NA,"Payment processing","2021-06-22","Good","amazing! agents behavior"
13409,NA,1746,2,0,3,296,"Item do not show","2021-07-26","Offered",NA
12569,1,1688,2,0,NA,260,"Item do not show","2021-08-11","Good","services précis"
14795,1,1566,3,0,6,873,"Payment processing","2021-06-17","Bad","uselless career mode"
15334,1,1267,3,0,18,NA,"Wrong password","2021-07-06","Bad","No me gusta la resolución ..."
15359,1,1648,2,NA,13,142,"Wrong password","2021-06-12","Good","¡Producto preciso!"
15387,1,1455,4,0,6,234,"Wrong password","2021-05-19","Good","welldone: delivery!!"
15459,1,1837,2,0,5,285,"Payment processing","2021-06-30","Good","i like resolution"
15032,NA,1548,3,0,2,165,"Wrong password","2021-08-08","Offered","N / A"
11455,1,1400,3,0,14,77,"Item do not show","2021-06-02","Good","resolución agradable"
14649,1,1477,1,1,11,731,"Wrong password","2021-05-11","Bad","Je n'aime pas la résolution ..."
15302,NA,1695,NA,1,10,115,"Payment processing","2021-08-23","Offered",NA
10825,NA,1666,4,0,4,753,"Wrong password","2021-07-13","Offered","N / A"
13675,1,1480,2,0,4,51,NA,"2021-07-25","Good","jeu efficace"
13617,1,1949,2,0,12,706,"Payment processing","2021-06-20","Bad","awful services"
14933,NA,1548,NA,0,4,64,"Payment processing",NA,"Offered",NA
15115,1,1522,3,NA,4,114,"Payment processing","2021-07-09","Good","Gran comunicación del agente"
13443,NA,1777,4,0,17,NA,"Wrong password","2021-07-05","Offered","N / A"
13465,1,1746,3,0,20,753,"Item do not show","2021-07-26","Bad","unreliable item"
12695,NA,1477,2,0,6,155,"Payment processing","2021-08-03","Offered",NA
14680,1,1812,2,0,8,551,"Item do not show","2021-05-19","Bad","useless delivery"
10623,NA,1400,3,0,5,18,"Wrong password","2021-06-21","Offered",NA
12464,1,1473,2,NA,10,292,"Payment processing","2021-05-12","Good","Buena entrega !!"
15349,1,1503,2,0,14,NA,"Wrong password","2021-05-21","Bad","producto duro"
15045,1,1967,1,1,25,559,"Wrong password","2021-08-02","Bad","Comportement des agents usulless"
10300,1,1671,1,1,8,72,"Payment processing","2021-05-24","Good","reliable resolution..."
15097,NA,1899,NA,0,12,NA,"Payment processing","2021-08-07","Offered",NA
10707,1,1571,1,1,7,130,"Item do not show","2021-08-07","Good","maravillosa resolución ..."
13729,NA,1646,3,0,9,353,"Wrong password","2021-05-17","Offered",NA
12661,NA,2003,2,0,9,138,"Payment processing","2021-06-17","Offered",NA
14693,1,1585,6,0,2,141,"Wrong password","2021-07-15","Good","welldone: resolution..."
10245,1,1648,4,0,3,475,"Payment processing","2021-05-27","Bad","Comunicación de agentes poco confiables"
15410,1,1936,3,0,7,95,"Compromited account","2021-07-12","Good","satisfactory delivery"
10759,1,1477,4,0,9,1025,NA,"2021-07-08","Bad","services inutiles"
11465,0,1532,3,0,12,799,"Compromited account","2021-06-09","Bad","unrealiable agents behavior"
14470,NA,1503,NA,0,14,34,"Wrong password","2021-07-03","Offered",NA
11500,NA,1400,NA,0,21,625,"Item do not show","2021-06-24","Offered","N / A"
10996,0,1426,3,0,16,705,"Cheating","2021-08-15","Bad","Communication des agents irréalisables"
12624,NA,2003,2,0,8,149,"Payment processing","2021-05-27","Offered","N / A"
12521,1,1770,2,0,8,1025,"Wrong password","2021-05-15","Bad","unrealiable service"
15425,0,1926,3,0,14,202,"Compromited account","2021-07-28","Bad","unclear game"
11995,1,1929,5,NA,7,134,"Wrong password","2021-08-02","Good","¡¡¡gran servicio!!!"
14347,NA,1336,2,0,5,266,"Item do not show","2021-05-18","Offered",NA
12997,1,1985,2,0,4,324,"Wrong password","2021-06-25","Good","reliable delivery"
15403,1,2003,8,0,26,758,"Payment processing","2021-05-18","Bad","harsh agents behavior"
13148,1,1646,2,0,4,157,"Payment processing","2021-05-17","Good","great agents communication"
12793,0,1892,3,0,26,963,"Item do not show","2021-08-13","Bad","slow product!"
11364,NA,1414,2,0,16,558,"Wrong password","2021-07-16","Offered",NA
11523,1,1710,4,0,31,498,"Item do not show","2021-06-02","Bad","bad delivery!!"
14696,1,1435,2,0,7,205,"Item do not show","2021-06-18","Good","welldone: delivery."
10383,1,1480,3,0,12,634,"Payment processing","2021-06-19","Bad","I do not like agent`s behavior"
14166,1,1806,2,0,17,689,NA,"2021-06-12","Bad","useless resolution"
12112,NA,1359,NA,0,10,153,"Payment processing","2021-05-22","Offered",NA
13888,1,1535,5,0,15,335,"Wrong password","2021-07-18","Bad","harsh product!"
15524,1,1857,6,0,17,452,"Item do not show","2021-07-19","Bad","unsatisfactory services!"
13557,NA,NA,NA,NA,NA,NA,NA,"2017-11-19","Offered","N / A"
12239,1,1656,4,NA,13,247,"Payment processing","2021-07-10","Good","N / A"
15650,1,1580,1,1,13,269,"Wrong password","2021-07-16","Good","I like service!!!"
12196,1,1857,4,NA,8,146,"Item do not show","2021-08-16","Good","Gran solución,"
13458,1,1248,3,0,2,195,NA,NA,"Good","precise service!!!"
10905,NA,1531,3,0,5,159,"Cheating","2021-07-07","Offered","N / A"
10207,0,1929,2,0,2,186,"Compromited account","2021-06-05","Good","fast agent's communication"
12498,0,1473,3,0,NA,792,"Compromited account","2021-05-25","Bad","harsh delivery."
13763,1,1746,4,0,7,857,"Wrong password","2021-05-29","Bad","useless experience"
14412,1,1535,1,1,3,143,"Payment processing","2021-07-30","Good","well done, delivery!!"
11440,NA,1580,1,1,4,869,"Wrong password","2021-05-21","Offered","N / A"
15473,NA,1267,NA,0,7,240,"Item do not show","2021-06-19","Offered",NA
11582,1,1857,4,0,8,45,"Wrong password","2021-08-05","Good","Mode de carrière merveilleux"
13979,1,1746,4,0,12,156,NA,"2021-06-21","Good","well done delivery."
14785,NA,1519,NA,0,4,194,"Compromited account","2021-07-18","Offered",NA
14678,1,1781,3,0,5,18,"Payment processing","2021-08-17","Good","mode de lecteur nice"
12749,1,1746,2,0,15,491,"Payment processing","2021-08-14","Bad","useless agent's behavior"
15160,1,1519,3,0,6,236,"Wrong password","2021-07-29","Good","well done, delivery."
11598,1,1337,1,1,NA,676,"Payment processing","2021-08-15","Bad","N / A"
11399,1,1949,2,0,2,259,"Item do not show","2021-08-06","Good","well done, career mode"
13029,1,1400,3,0,2,190,"Payment processing","2021-07-23","Good","satisfactory services"
11372,1,1892,3,0,18,990,"Wrong password","2021-06-09","Bad","unpleasant agents behavior"
11218,1,1926,4,0,22,NA,"Cheating","2021-08-10","Bad","harsh agent's communication"
15673,NA,1899,4,NA,NA,72,"Wrong password","2021-06-05","Offered","N / A"
10967,1,1947,1,1,5,39,"Wrong password","2021-06-08","Good","J'aime le service !!!"
14973,NA,1719,4,0,4,169,"Payment processing","2021-08-04","Offered","N / A"
15414,NA,1949,2,0,12,188,"Item do not show","2021-07-30","Offered","N / A"
15142,NA,1360,1,1,10,207,"Item do not show","2021-07-05","Offered",NA
11634,1,1585,7,0,7,829,"Compromited account","2021-07-12","Bad","modo de reproductor lento"
11381,1,1363,5,0,7,71,NA,"2021-06-01","Good","well done, item"
12772,1,1496,2,0,7,140,"Item do not show","2021-07-23","Good","solution fantastique,"
13746,1,2019,2,0,4,209,"Item do not show","2021-05-19","Good","reliable solution,"
15351,1,1359,2,0,8,62,"Payment processing","2021-08-17","Good","efficient agents communication"
13718,1,1770,3,0,8,104,"Wrong password","2021-07-31","Good","eficient delivery."
13363,1,1695,2,0,5,878,"Payment processing","2021-07-13","Bad","unreliable... delivery!!"
10589,1,1819,3,0,8,706,"Item do not show","2021-08-06","Bad","harsh agent"
11872,NA,1519,3,0,4,110,"Wrong password","2021-06-21","Offered","N / A"
15581,NA,1455,2,0,5,989,"Payment processing","2021-06-05","Offered",NA
15269,NA,1949,3,0,9,201,"Payment processing","2021-06-30","Offered",NA
11667,1,2003,3,0,NA,32,"Item do not show","2021-06-26","Good","wonderful agent's behavior"
13556,1,1336,3,0,3,277,"Wrong password",NA,"Good","reliable product!"
14867,NA,1435,NA,0,9,276,"Wrong password","2021-07-01","Offered",NA
10254,1,1480,2,0,3,261,"Item do not show","2021-07-29","Good","great agent`s behavior"
12652,1,1412,5,0,6,745,"Item do not show","2021-05-20","Bad","unsatisfactory solution"
14525,1,1503,3,0,2,260,"Payment processing","2021-08-08","Good","entrega confiable."
14587,1,1770,2,0,6,673,"Payment processing","2021-08-19","Bad","I do not like delivery"
11999,1,1340,4,0,2,51,"Wrong password","2021-05-29","Good","eficient agent`s behavior"
15503,1,1414,3,0,5,152,"Payment processing","2021-06-23","Good","quick product"
12572,1,1692,2,0,8,688,"Wrong password","2021-06-06","Bad","unpleasant services"
10494,1,1496,2,0,2,772,"Payment processing","2021-07-30","Bad","jeu irréalisable"
10531,NA,1646,2,0,24,766,"Item do not show","2021-07-06","Offered",NA
15389,0,1414,3,0,17,546,"Wrong password","2021-07-21","Bad","Je n'aime pas le jeu"
12626,NA,1921,5,0,4,133,"Compromited account","2021-08-10","Offered",NA
11044,0,1411,2,0,12,125,"Cheating","2021-05-14","Good","Welldone: Résolution"
11086,NA,2003,2,0,13,562,"Payment processing","2021-08-07","Offered","N / A"
13889,1,1319,2,0,8,580,"Wrong password","2021-08-15","Bad","résolution lente"
11148,0,1377,3,NA,5,102,"Compromited account","2021-07-31","Good","Me gusta el artículo"
11764,1,1781,2,0,2,299,"Item do not show","2021-07-29","Good","clear item"
14325,1,1936,3,0,5,105,"Item do not show","2021-05-16","Good","quick agent"
10671,1,1531,1,1,4,NA,"Payment processing","2021-07-20","Good","well done career mode"
10780,NA,1427,3,0,5,261,"Wrong password","2021-07-06","Offered",NA
15609,1,1921,1,1,3,24,"Payment processing","2021-05-12","Good","nice product"
11611,NA,1377,3,0,NA,721,"Payment processing",NA,"Offered",NA
13728,0,1806,4,0,7,224,"Payment processing","2021-06-06","Good","expérience précise"
12358,1,1837,3,0,8,111,"Payment processing","2021-08-18","Good","fast resolution..."
14546,NA,1759,3,0,15,628,"Compromited account","2021-05-16","Offered",NA
14367,1,1697,4,0,4,78,"Item do not show","2021-08-12","Good","pleasant game"
13096,1,1412,2,0,2,116,NA,"2021-06-17","Good","Resolución eficiente ..."
10311,NA,NA,NA,NA,NA,NA,NA,"2017-05-06","Offered",NA
11989,0,1412,2,0,6,703,"Payment processing","2021-06-26","Bad","slow resolution"
13974,NA,2003,5,NA,34,903,"Wrong password","2021-05-11","Offered","N / A"
13267,NA,1496,NA,0,16,590,"Item do not show","2021-07-16","Offered",NA
12406,1,1892,2,0,7,121,"Item do not show",NA,"Good","fantastic agents communication"
14092,1,1363,5,0,6,11,"Item do not show","2021-07-03","Good",NA
10874,NA,1819,2,0,5,17,"Payment processing","2021-07-25","Offered","N / A"
12179,1,1947,2,0,11,274,"Cheating","2021-06-30","Good","fast resolution"
13211,NA,1532,NA,0,5,26,"Cheating","2021-08-18","Offered","N / A"
13521,1,1341,3,0,9,NA,"Wrong password","2021-07-29","Good","¡increíble! Comunicación de agentes"
13731,0,1438,4,0,6,262,"Compromited account","2021-07-13","Good","Communication de l'agent précis"
15370,0,1921,2,0,6,254,"Cheating","2021-07-12","Good","Le comportement de l'agent clair"
14916,NA,1947,3,0,8,143,"Wrong password","2021-06-01","Offered",NA
11570,1,1899,2,0,21,636,"Wrong password","2021-05-27","Bad","disappointing service"
11220,1,1857,2,0,5,195,"Payment processing",NA,"Good","satisfactory delivery"
15230,1,2019,1,1,6,204,"Payment processing","2021-07-01","Good","Communication des agents incroyables"
12407,1,1692,2,0,4,11,"Payment processing","2021-08-13","Good","¡Producto eficiente!"
13497,1,1892,2,0,7,704,"Item do not show","2021-07-30","Bad","Je n'aime pas les services"
11079,1,1806,1,1,8,NA,NA,"2021-08-15","Good","well done agent"
13026,1,1317,2,0,2,171,"Item do not show","2021-06-13","Good","good player mode"
14974,1,1377,2,0,10,305,"Item do not show","2021-06-28","Good","Livraison incroyable."
10712,NA,1548,1,1,2,250,"Item do not show","2021-05-25","Offered",NA
14430,0,1892,4,0,12,NA,"Item do not show","2021-06-06","Good","N / A"
10168,1,1781,1,1,5,153,"Wrong password","2021-07-20","Good","processus rapide"
15496,1,1358,3,0,14,600,"Item do not show","2021-06-02","Bad","no confiable ... experiencia"
13970,NA,1566,3,0,4,107,"Wrong password","2021-06-07","Offered",NA
13910,0,1671,2,0,11,227,"Cheating","2021-07-03","Good",NA
11252,NA,1812,4,0,10,219,"Wrong password","2021-08-01","Offered","N / A"
14858,1,1412,1,1,5,35,"Payment processing","2021-08-01","Good","quick delivery."
13803,1,1967,2,0,2,210,"Item do not show","2021-06-21","Good","Comunicación del buen agente"
14314,NA,1568,1,1,7,72,"Item do not show","2021-06-22","Offered","N / A"
11965,1,1949,3,0,3,71,"Payment processing","2021-08-07","Good","good website"
15171,NA,1390,3,0,19,946,"Wrong password","2021-08-02","Offered","N / A"
10354,1,1480,1,1,11,150,"Wrong password","2021-06-12","Good","efficient product!"
13337,1,1777,1,1,5,NA,"Wrong password","2021-06-07","Good","Comunicación del agente preciso"
10382,0,1697,1,1,10,672,NA,"2021-06-28","Bad","Servicios inútiles!"
12690,1,1248,3,0,4,251,"Item do not show","2021-06-03","Good","Bravo, le comportement de l'agent"
14863,1,1317,2,NA,3,NA,"Wrong password","2021-08-20","Good","servicio eficiente"
15263,0,1813,6,0,NA,359,"Compromited account","2021-05-24","Bad","unclear solution,"
14102,NA,1996,4,0,10,92,"Item do not show","2021-06-03","Offered","N / A"
15406,1,1857,2,0,5,218,"Payment processing","2021-06-13","Good","comportamiento de agente preciso"
10787,NA,1770,NA,0,3,193,"Wrong password","2021-08-04","Offered",NA
13863,1,1671,3,0,15,648,"Item do not show","2021-05-25","Bad","I don't like product"
14363,NA,1692,3,0,4,672,"Payment processing","2021-07-31","Offered",NA
12396,1,2028,2,0,5,184,"Wrong password","2021-06-23","Good","¡increíble! comunicación del agente"
14576,1,1942,6,0,12,61,"Payment processing","2021-08-12","Good","J'aime le processus"
13789,NA,1947,3,0,8,92,"Payment processing","2021-06-01","Offered",NA
13707,1,2019,3,0,5,193,"Payment processing","2021-06-04","Good","N / A"
10213,NA,1377,2,0,5,208,NA,"2021-08-17","Offered","N / A"
15236,1,1336,4,0,10,199,"Wrong password","2021-07-05","Good","I like service!!!"
11305,NA,1535,2,0,6,306,NA,"2021-05-25","Offered",NA
10157,1,1412,1,1,14,633,"Wrong password","2021-07-03","Bad","harsh web-site"
12325,1,1697,3,0,5,705,"Wrong password",NA,"Bad","disappointing delivery"
14961,NA,1496,3,NA,10,129,"Payment processing","2021-07-24","Offered","N / A"
12493,0,1531,4,0,18,739,"Item do not show","2021-06-01","Bad","harsh services!"
12466,NA,1580,2,0,3,419,"Payment processing","2021-07-19","Offered",NA
11530,1,1340,1,1,4,235,"Payment processing","2021-06-29","Good","amazing! resolution..."
10894,NA,1480,3,0,5,245,"Wrong password","2021-07-02","Offered",NA
11837,NA,1455,NA,0,13,816,NA,"2021-08-07","Offered",NA
14244,1,1692,3,0,12,791,"Wrong password","2021-08-10","Bad","Entrega de Uselless !!"
10388,NA,1414,2,0,7,255,"Payment processing","2021-07-22","Offered",NA
12484,NA,1710,2,0,11,1004,"Wrong password","2021-06-27","Offered",NA
10899,1,1400,1,1,16,242,"Wrong password","2021-07-31","Good","wonderful product!"
10151,1,1806,1,1,3,132,"Wrong password","2021-06-01","Good","buena solución"
12156,1,1921,5,0,7,385,"Compromited account","2021-07-29","Bad","expérience irréalisable"
15294,0,1754,2,0,6,883,"Wrong password","2021-07-13","Bad","confusing item"
13316,NA,1583,2,0,5,211,"Payment processing","2021-06-04","Offered",NA
12505,1,1817,2,0,5,90,"Compromited account","2021-06-07","Good","N / A"
15627,1,1585,1,1,4,509,"Wrong password","2021-05-19","Bad",NA
11056,1,1248,1,1,3,28,"Compromited account","2021-08-07","Good","precise agent"
13967,1,1336,3,0,10,739,"Wrong password","2021-07-16","Bad","N / A"
13365,1,1363,5,0,13,92,"Item do not show","2021-05-26","Good","good resolution"
15053,1,1671,3,NA,5,230,"Wrong password","2021-05-15","Good","Me gusta la comunicación de los agentes"
15011,1,1671,3,0,NA,234,"Payment processing","2021-08-13","Good","Mode du joueur clair"
10606,NA,1535,3,0,17,870,"Wrong password","2021-08-18","Offered","N / A"
13965,NA,1812,3,0,4,171,"Item do not show","2021-06-19","Offered",NA
11654,1,1535,3,0,9,148,"Compromited account","2021-08-05","Good","amazing! agent`s behavior"
13871,0,1777,4,0,3,221,"Item do not show","2021-08-05","Bad","I don't like delivery!!"
